Crop,Crop_Year,Area,Production
Other Cereals & Millets,2000,106777.0,82681.0
Other Cereals & Millets,2001,8624.0,3387.0
Other Cereals & Millets,2002,9325.0,2968.0
Other Cereals & Millets,2003,78377.0,88032.0
Other Cereals & Millets,2004,187189.0,144915.0
Other Cereals & Millets,2005,111910.0,108640.5
Other Cereals & Millets,2006,65362.0,72857.0
Other Cereals & Millets,2007,144682.0,169400.09999999998
Other Cereals & Millets,2008,121971.0,138030.0
Other Cereals & Millets,2009,50231.0,40994.0
Other Cereals & Millets,2010,108567.0,123267.0
Other Cereals & Millets,2011,69777.0,63512.0
Other Cereals & Millets,2012,46931.0,42032.0
Other Cereals & Millets,2014,2331.0,1330.1
Other Citrus Fruit,2002,1605.0,0.0
Other Citrus Fruit,2003,2650.0,0.0
Other Dry Fruit,2003,7.0,0.0
Other Fresh Fruits,2002,131161.0,148029.0
Other Fresh Fruits,2003,136833.0,161771.0
Other Fresh Fruits,2013,3839.0,41039.0
Other Fresh Fruits,2014,4566.0,48604.0
Other Kharif pulses,1997,94654.0,72625.0
Other Kharif pulses,1998,478167.0,196610.0
Other Kharif pulses,1999,1130963.0,330198.0
Other Kharif pulses,2000,1496118.0,426234.0
Other Kharif pulses,2001,1124130.0,379980.0
Other Kharif pulses,2002,1308053.0,352858.0
Other Kharif pulses,2003,1323142.0,482349.0
Other Kharif pulses,2004,674731.0,228023.18
Other Kharif pulses,2005,447416.0,151715.4
Other Kharif pulses,2006,929953.0,514964.0
Other Kharif pulses,2007,356284.0,206374.2
Other Kharif pulses,2008,311119.0,201275.0
Other Kharif pulses,2009,300488.0,137371.0
Other Kharif pulses,2010,278997.0,182659.0
Other Kharif pulses,2011,230477.0,138614.0
Other Kharif pulses,2012,195442.0,108957.0
Other Kharif pulses,2013,218716.0,124286.0
Other Kharif pulses,2014,180837.0,112069.6
Other Kharif pulses,2015,2766.0,2698.0
Other Vegetables,2002,231375.0,437509.0
Other Vegetables,2003,231644.0,363782.0
Other Vegetables,2013,7004.0,79920.0
Other Vegetables,2014,7188.0,82001.0
Paddy,1997,7885677.0,12551503.0
Paddy,2011,2545707.0,4715678.0
Paddy,2012,2099147.0,3981629.0
Paddy,2013,2510641.0,5230946.0
Paddy,2014,2495297.0,5222645.0
Papaya,2002,35824.0,1006439.0
Papaya,2003,33406.0,649121.0
Papaya,2011,7321.0,145451.0
Papaya,2012,30305.0,939491.0
Papaya,2013,12763.0,604168.0
Papaya,2014,13425.0,577851.0
Peach,2002,19.0,0.0
Peach,2003,23.0,0.0
Pear,2002,1296.0,0.0
Pear,2003,1380.0,0.0
Peas  (vegetable),2002,92.0,0.0
Peas  (vegetable),2003,76.0,0.0
Peas & beans (Pulses),1997,425240.0,494650.0
Peas & beans (Pulses),1998,532272.0,594636.0
Peas & beans (Pulses),1999,463003.0,627897.0
Peas & beans (Pulses),2000,409637.0,427855.0
Peas & beans (Pulses),2001,443508.4,540976.94
Peas & beans (Pulses),2002,444059.0,513287.0
Peas & beans (Pulses),2003,512948.0,649510.0
Peas & beans (Pulses),2004,109296.0,76778.0
Peas & beans (Pulses),2005,339018.0,253548.3
Peas & beans (Pulses),2006,305956.0,196817.0
Peas & beans (Pulses),2007,276401.0,165164.69999999998
Peas & beans (Pulses),2008,672458.0,629966.3
Peas & beans (Pulses),2009,591511.0,561256.0
Peas & beans (Pulses),2010,656383.0,582336.0
Peas & beans (Pulses),2011,674200.0,701797.0
Peas & beans (Pulses),2012,613676.0,671977.0
Peas & beans (Pulses),2013,673783.0,638560.3
Peas & beans (Pulses),2014,529639.0,425942.7
Perilla,2013,2350.0,1410.0
Pineapple,2002,45797.0,504690.0
Pineapple,2003,46796.0,510517.0
Pineapple,2011,14158.0,223624.0
Pineapple,2012,22732.0,307230.0
Pineapple,2013,16831.0,293496.0
Pineapple,2014,16446.0,288037.0
Plums,2002,378.0,0.0
Plums,2003,431.0,0.0
Pome Fruit,2002,28973.0,212912.0
Pome Fruit,2003,27229.0,268428.0
Pome Granet,2002,651.0,0.0
Pome Granet,2003,514.0,0.0
Pome Granet,2012,1441.0,19843.0
Pome Granet,2013,1629.0,26306.0
Pome Granet,2014,1948.0,20185.0
Potato,1997,941622.0,14095119.0
Potato,1998,1086040.0,20042976.0
Potato,1999,1147954.0,21777579.0
Potato,2000,1074286.0,20332883.9
Potato,2001,1106407.0,22344741.3
Potato,2002,1276980.15,22214426.06
Potato,2003,1235626.4100000001,22304309.16
Potato,2004,1234377.38,21971368.94
Potato,2005,1305876.54,22600047.099999998
Potato,2006,1257863.98,19565118.7
Potato,2007,1444313.21,26644642.1
Potato,2008,1434673.0,19577399.5
Potato,2009,1249453.0,30879180.8
Potato,2010,1339266.0,31096111.6
Potato,2011,1317160.0,26839202.099999998
Potato,2012,1295583.0,29817475.3
Potato,2013,1275238.0,23965707.0
Potato,2014,1204521.0,28700822.7
Potato,2015,5626.0,57233.600000000006
Pulses total,1997,20720328.0,14410879.0
Pulses total,1998,1865422.0,1119887.0
Pulses total,1999,6554.0,6634.0
Pulses total,2000,6202.0,6780.0
Pulses total,2001,6766.0,7126.0
Pulses total,2002,6801.0,7239.0
Pulses total,2003,7129.0,7719.0
Pulses total,2014,132862.0,109090.0
Pump Kin,2002,890.0,0.0
Pump Kin,2003,965.0,0.0
Pump Kin,2012,1238.0,0.0
Pump Kin,2013,1219.0,0.0
Pump Kin,2014,1373.0,0.0
Ragi,1997,1445741.0,1838314.0
Ragi,1998,1596226.0,2469357.0
Ragi,1999,1600366.0,2182808.2
Ragi,2000,1724865.0,2637067.7
Ragi,2001,1587159.0,2326220.8000000007
Ragi,2002,1393075.73,1305944.8000000003
Ragi,2003,1676354.3,1889760.9300000002
Ragi,2004,1505366.1600000001,2289561.2699999996
Ragi,2005,1512249.26,2279824.6799999997
Ragi,2006,1194891.8900000001,1295834.2
Ragi,2007,1264903.12,1908140.1000000003
Ragi,2008,1350789.0,1846441.200000001
Ragi,2009,1235229.0,1737764.9000000008
Ragi,2010,1264421.0,2087127.7999999998
Ragi,2011,1147450.0,1781575.0999999999
Ragi,2012,1094336.0,1536329.4
Ragi,2013,1149790.0,2025209.88
Ragi,2014,1040332.5,1665793.1999999997
Ragi,2015,45693.0,28326.0
Rajmash Kholar,2013,14840.0,18590.0
Rapeseed &Mustard,1997,5360928.0,3795722.0
Rapeseed &Mustard,1998,5298300.0,4984676.0
Rapeseed &Mustard,1999,5624495.0,5313748.1
Rapeseed &Mustard,2000,3982362.0,3697858.4
Rapeseed &Mustard,2001,4720478.0,4731966.0
Rapeseed &Mustard,2002,4232075.34,3595695.78
Rapeseed &Mustard,2003,5068743.0,5963477.469999999
Rapeseed &Mustard,2004,7048705.26,7247026.29
Rapeseed &Mustard,2005,7024254.029999999,7896943.089999998
Rapeseed &Mustard,2006,6471393.5,7082258.1
Rapeseed &Mustard,2007,5511552.9,5535567.909999999
Rapeseed &Mustard,2008,5910636.0,6913622.7
Rapeseed &Mustard,2009,4755605.0,5545123.4
Rapeseed &Mustard,2010,5482169.0,7525819.68
Rapeseed &Mustard,2011,2970870.0,3369974.2
Rapeseed &Mustard,2012,3114681.0,4029443.7000000007
Rapeseed &Mustard,2013,2393736.0,2260989.7
Rapeseed &Mustard,2014,1598688.0,1374736.7000000002
Rapeseed &Mustard,2015,10966.0,4616.6
Redish,2002,1113.0,2059.0
Redish,2003,862.0,1877.0
Ribed Guard,2002,376.0,0.0
Ribed Guard,2003,338.0,0.0
Rice,1997,30706467.0,65848504.0
Rice,1998,38716952.0,78761219.0
Rice,1999,37058642.0,77917065.6
Rice,2000,43190618.0,83092698.8
Rice,2001,42745829.0,90057868.0
Rice,2002,40795160.29,71453399.66999999
Rice,2003,43181631.06,87835972.97
Rice,2004,42664665.23,84172521.28
Rice,2005,43519563.58,89587185.74999999
Rice,2006,43266797.59,91676287.34
Rice,2007,42026154.31,92064810.0
Rice,2008,43597987.0,95261272.07
Rice,2009,40583697.0,87356341.31
Rice,2010,41766900.5,95176207.1
Rice,2011,42011893.74,102093897.48000002
Rice,2012,47765615.0,100330481.0
Rice,2013,40485966.0,102872769.0
Rice,2014,39088073.0,104018196.0
Rice,2015,3952669.0,5893687.0
Ricebean (nagadal),2013,4710.0,5230.0
Rubber,2001,475039.0,580350.0
Rubber,2002,476047.0,594917.0
Rubber,2003,50.0,50.0
Safflower,1997,11223.0,3266.0
Safflower,1998,419491.0,235417.0
Safflower,1999,438801.0,259508.0
Safflower,2000,408529.0,201805.40000000002
Safflower,2001,403461.0,220174.03999999998
Safflower,2002,369442.0,179245.04
Safflower,2003,365297.0,136466.0
Safflower,2004,369964.0,179481.0
Safflower,2005,363053.0,229054.0
Safflower,2006,375524.0,238102.0
Safflower,2007,74452.0,61965.0
Safflower,2008,273426.0,172045.0
Safflower,2009,272143.0,167823.0
Safflower,2010,242802.0,152385.0
Safflower,2011,197406.0,113411.0
Safflower,2012,154980.0,89059.0
Safflower,2013,180401.0,124589.0
Safflower,2014,113664.0,57311.0
Samai,1997,29500.0,12700.0
Samai,1998,28400.0,14300.0
Samai,1999,58471.0,48503.0
Samai,2000,32155.0,14135.0
Samai,2001,30346.0,14953.0
Samai,2002,42919.0,31032.0
Samai,2003,23470.0,9552.0
Sannhamp,1997,4410.0,10448.0
Sannhamp,1998,20610.0,17055.0
Sannhamp,1999,29928.0,64482.0
Sannhamp,2000,35778.0,67698.0
Sannhamp,2001,16103.0,21208.0
Sannhamp,2002,23974.0,22625.0
Sannhamp,2003,18584.0,23293.1
Sannhamp,2004,13072.0,13391.0
Sannhamp,2005,12791.0,12194.8
Sannhamp,2006,11200.0,12100.0
Sannhamp,2007,15395.0,27033.489999999998
Sannhamp,2008,14736.0,24289.67
Sannhamp,2009,12581.0,9113.0
Sannhamp,2010,9221.0,11778.0
Sannhamp,2011,7779.0,10587.0
Sannhamp,2012,9017.0,11248.0
Sannhamp,2013,13834.0,12623.0
Sannhamp,2014,5762.0,5734.1
Sapota,2012,9192.0,121345.0
Sapota,2013,9168.0,85585.0
Sapota,2014,8785.0,73497.0
Sesamum,1997,1277400.0,463072.0
Sesamum,1998,1554706.0,528064.0
Sesamum,1999,1675656.0,549361.6
Sesamum,2000,1682869.0,529043.7
Sesamum,2001,1594463.0,676875.6
Sesamum,2002,1357650.0,421776.89999999997
Sesamum,2003,1655445.0,765167.1
Sesamum,2004,1865119.0,668908.2999999999
Sesamum,2005,1746113.0,656594.2
Sesamum,2006,1665030.0,664575.9000000001
Sesamum,2007,1674171.0,741282.6999999997
Sesamum,2008,1753051.0,630750.7000000002
Sesamum,2009,2042179.0,633869.7
Sesamum,2010,2091602.81,894312.3
Sesamum,2011,1400125.56,639724.0499999998
Sesamum,2012,1155228.0,694185.5
Sesamum,2013,1048100.0,462607.70000000007
Sesamum,2014,840220.0,384719.31000000006
Sesamum,2015,20026.0,4139.599999999999
Small millets,1997,701769.0,248320.0
Small millets,1998,834228.0,327745.0
Small millets,1999,325825.0,178131.0
Small millets,2000,1324484.0,495343.8999999998
Small millets,2001,1211525.0,504828.1
Small millets,2002,1282240.0,380367.59999999986
Small millets,2003,1052634.0,423088.0
Small millets,2004,880250.0,325186.0
Small millets,2005,532920.0,229391.0
Small millets,2006,822914.0,381106.0
Small millets,2007,454842.0,241052.0
Small millets,2008,664951.0,248904.0
Small millets,2009,663885.0,264094.0
Small millets,2010,554661.0,221292.0
Small millets,2011,609876.0,313826.0
Small millets,2012,533160.0,292876.0
Small millets,2013,530610.0,364794.0
Small millets,2014,275852.0,187120.0
Small millets,2015,2853.0,2911.0
Snak Guard,2002,1614.0,0.0
Snak Guard,2003,1641.0,0.0
Soyabean,1997,4949711.0,5475933.0
Soyabean,1998,6399446.0,7080780.0
Soyabean,1999,5959717.0,6819977.0
Soyabean,2000,6380376.0,5253274.0
Soyabean,2001,6301951.0,5921466.0
Soyabean,2002,6068435.0,4583853.0
Soyabean,2003,6516934.0,7788019.0
Soyabean,2004,7632991.0,6854980.0
Soyabean,2005,7994672.0,8552840.0
Soyabean,2006,8199577.0,8817146.0
Soyabean,2007,6242549.0,6697563.0
Soyabean,2008,9581407.0,8991049.0
Soyabean,2009,9705469.0,9869843.0
Soyabean,2010,9558319.0,12314985.0
Soyabean,2011,9306315.0,11051455.0
Soyabean,2012,9608817.0,13516397.0
Soyabean,2013,10701259.0,9828734.0
Soyabean,2014,4339559.0,2415735.4
Soyabean,2015,3278.0,3190.0
Sugarcane,1997,3482848.0,501229055.0
Sugarcane,1998,3669822.0,259809110.0
Sugarcane,1999,4126394.0,294092445.8
Sugarcane,2000,4328515.0,296117297.3
Sugarcane,2001,4403618.0,296512607.1
Sugarcane,2002,4501972.0,287091582.2
Sugarcane,2003,4001206.45,239790348.48000002
Sugarcane,2004,3507513.23,229908510.87000003
Sugarcane,2005,4218182.7,285760866.48
Sugarcane,2006,3808609.89,268741560.6
Sugarcane,2007,3857623.83,254059919.7
Sugarcane,2008,5082080.0,341180542.6999999
Sugarcane,2009,4091094.0,287925668.09999996
Sugarcane,2010,4795159.140000001,336530841.89
Sugarcane,2011,4696892.41,345395473.29999995
Sugarcane,2012,4927290.0,335499448.9
Sugarcane,2013,4721055.29,346860507.1999999
Sugarcane,2014,4447146.0600000005,328598583.1
Sugarcane,2015,8962.0,577157.2000000001
Sunflower,1997,451275.0,248182.0
Sunflower,1998,1710677.0,772715.0
Sunflower,1999,1052960.0,539730.0
Sunflower,2000,1052695.0,616479.2
Sunflower,2001,1168503.0,665184.01
Sunflower,2002,1626833.0,845701.04
Sunflower,2003,1993856.0,919793.0
Sunflower,2004,2479664.0,1297053.0
Sunflower,2005,2314821.0,1289496.0
Sunflower,2006,2128743.0,1045041.0
Sunflower,2007,1567176.0,1094524.0
Sunflower,2008,1756123.0,997119.0
Sunflower,2009,1422592.0,718657.0
Sunflower,2010,889231.9,560993.4
Sunflower,2011,690076.0,419646.0
Sunflower,2012,762951.0,453931.0
Sunflower,2013,647158.0,442077.0
Sunflower,2014,532812.0,336758.0
Sweet potato,1997,23938.0,174563.0
Sweet potato,1998,27408.0,178754.0
Sweet potato,1999,75069.0,571499.0
Sweet potato,2000,67660.0,474245.0
Sweet potato,2001,67062.0,487471.0
Sweet potato,2002,79382.0,597144.0
Sweet potato,2003,80002.0,610225.0
Sweet potato,2004,108673.0,891205.0
Sweet potato,2005,52365.9,498099.35
Sweet potato,2006,46092.4,405524.0
Sweet potato,2007,42611.0,412715.0
Sweet potato,2008,45676.0,402571.0
Sweet potato,2009,39874.0,341364.0
Sweet potato,2010,38264.0,304520.0
Sweet potato,2011,40367.0,360391.0
Sweet potato,2012,40839.0,379091.0
Sweet potato,2013,42335.0,402989.0
Sweet potato,2014,36217.0,355644.0
Tapioca,1997,243461.0,6770940.0
Tapioca,1998,199046.0,5596386.0
Tapioca,1999,217396.0,6010718.0
Tapioca,2000,254337.0,6825440.0
Tapioca,2001,136529.0,2653607.0
Tapioca,2002,194031.0,4698211.0
Tapioca,2003,217629.0,5925673.0
Tapioca,2004,224330.0,7140169.0
Tapioca,2005,241103.5,7595507.0
Tapioca,2006,254671.03,8420099.0
Tapioca,2007,228467.0,8514920.0
Tapioca,2008,238377.0,7544234.0
Tapioca,2009,216081.0,6841154.0
Tapioca,2010,96568.1,2590854.6600000006
Tapioca,2011,203534.84,6748804.640000001
Tapioca,2012,93104.0,2787195.0
Tapioca,2013,173164.0,5281102.0
Tapioca,2014,87248.0,3062191.0
Tea,1999,58.0,62.0
Tea,2000,620.0,2670.0
Tea,2001,37314.0,68890.0
Tea,2002,37818.0,57889.299999999996
Tea,2003,1000.0,3020.0
Tea,2007,1000.0,3450.0
Tobacco,1997,348858.0,422417.0
Tobacco,1998,342272.0,578948.0
Tobacco,1999,379600.0,551039.0
Tobacco,2000,249139.0,327125.0
Tobacco,2001,265138.0,476643.01
Tobacco,2002,327680.0,523651.11
Tobacco,2003,357508.0,562123.2
Tobacco,2004,353180.0,521300.0
Tobacco,2005,357226.0,533810.3
Tobacco,2006,331565.0,477862.0
Tobacco,2007,337257.0,491923.0
Tobacco,2008,372371.0,602592.0
Tobacco,2009,499511.0,837828.0
Tobacco,2010,482107.0,869781.0
Tobacco,2011,460424.0,822639.0
Tobacco,2012,408595.0,705095.0
Tobacco,2013,314214.0,576361.0
Tobacco,2014,296838.0,615020.4
Tomato,2002,146457.0,1015497.0
Tomato,2003,185651.0,1363827.0
Tomato,2012,37067.0,625411.0
Tomato,2013,37441.0,889385.0
Tomato,2014,38191.0,830864.0
Total foodgrain,1997,18974254.0,38843779.0
Total foodgrain,1998,4584784.0,1201048.0
Total foodgrain,2014,1750762.0,3225930.0
Turmeric,1997,49377.0,175614.0
Turmeric,1998,59947.0,202331.0
Turmeric,1999,98372.0,292438.0
Turmeric,2000,174698.0,683428.0
Turmeric,2001,131093.0,401082.0
Turmeric,2002,691195.0,843406.02
Turmeric,2003,139154.0,525885.0
Turmeric,2004,146455.0,670866.0
Turmeric,2005,137184.7,759277.1
Turmeric,2006,138419.5,687876.03
Turmeric,2007,79276.0,314503.3
Turmeric,2008,146185.0,716910.0
Turmeric,2009,130762.0,647359.0
Turmeric,2010,106831.78,573218.39
Turmeric,2011,200418.45,1056287.54
Turmeric,2012,64794.0,295269.0
Turmeric,2013,139703.0,634554.7
Turmeric,2014,99138.0,485938.4
Turnip,2002,348.0,145.0
Turnip,2003,454.0,218.0
Urad,1997,2005681.0,879739.0
Urad,1998,2291659.0,1139023.0
Urad,1999,3182852.0,1432906.0
Urad,2000,2731536.0,1250689.8000000003
Urad,2001,2810786.0,1303678.6600000001
Urad,2002,2944890.0,1276617.9
Urad,2003,3379954.0,1428295.9
Urad,2004,2512359.0,1033246.1000000002
Urad,2005,2343892.0,979827.7999999999
Urad,2006,2456072.0,1122130.2
Urad,2007,2626497.0,1114032.0
Urad,2008,2601605.0,1137905.6
Urad,2009,2875625.0,1181134.8999999997
Urad,2010,3125827.0,1678594.7999999998
Urad,2011,2952470.0,1601944.4000000001
Urad,2012,2717142.0,1555020.5999999996
Urad,2013,2591446.0,1442745.1
Urad,2014,1348203.0,825895.8000000004
Urad,2015,77222.0,27063.100000000006
Varagu,1997,2500.0,1600.0
Varagu,1998,1700.0,1500.0
Varagu,1999,19937.0,22576.0
Varagu,2000,1609.0,1216.0
Varagu,2001,807.0,671.0
Varagu,2002,16177.0,16789.0
Varagu,2003,5036.0,5342.0
Water Melon,2002,4311.0,0.0
Water Melon,2003,8000.0,0.0
Wheat,1997,25640826.0,63831633.0
Wheat,1998,26628290.0,69699079.0
Wheat,1999,26734280.0,75068369.0
Wheat,2000,25626459.0,69487129.9
Wheat,2001,26294089.0,72648945.9
Wheat,2002,25196951.689999998,65760625.34
Wheat,2003,26824291.700000003,72780554.81
Wheat,2004,26786879.58,69567075.35
Wheat,2005,26208838.229999997,67305067.7
Wheat,2006,27915096.04,77294678.3
Wheat,2007,27025547.72,77599127.89999999
Wheat,2008,27772106.0,81590346.0
Wheat,2009,27774123.0,80194411.4
Wheat,2010,29837101.0,93043111.99999997
Wheat,2011,26471124.0,91784119.69999999
Wheat,2012,26406568.0,88022121.4
Wheat,2013,23979599.0,75099453.6
Wheat,2014,17590692.0,42048966.1
Wheat,2015,690.0,840.4
Yam,2002,910.0,0.0
Yam,2003,865.0,0.0
other fibres,2002,6445.0,0.0
other fibres,2003,6193.0,0.0
other misc. pulses,2000,12206.0,3032.0
other misc. pulses,2003,18637.0,6672.220000000005
other oilseeds,1998,7420.0,7731.0
other oilseeds,2000,1078.0,436.0
other oilseeds,2001,238.0,126.0
other oilseeds,2002,18945.1,17475.309999999998
other oilseeds,2003,344171.29000000004,314996.81
other oilseeds,2004,12828.3,3815.61
other oilseeds,2005,1623.55,857.8
other oilseeds,2006,6001.62,4784.38
other oilseeds,2007,44947.0,11607.2
other oilseeds,2008,106128.0,39958.7
other oilseeds,2009,102865.0,39609.0
other oilseeds,2010,1300390.0,524016.0
other oilseeds,2011,126563.0,1094233.0
other oilseeds,2012,847.0,383.0
other oilseeds,2013,110748.0,1309777.0
other oilseeds,2014,65021.0,1400102.0

