districtid,timeid,statemean,statestdev
458,19,5.89,8.04
458,20,4.11,3.76
458,21,2.33,3.54
458,22,8.33,18.90
458,23,2.78,3.38
458,24,2.00,2.00
459,1,0.00,0.00
459,2,0.00,0.00
459,3,0.30,0.47
459,4,0.06,0.24
459,5,0.12,0.33
459,6,0.00,0.00
459,7,0.18,0.73
459,8,0.15,0.57
459,9,0.12,0.42
459,10,2.42,5.09
459,11,6.30,6.96
459,12,5.30,8.20
459,13,7.97,20.46
459,14,5.18,6.10
459,15,9.79,35.37
459,16,24.64,135.10
459,17,12.64,71.34
459,18,125.82,149.30
459,19,129.39,160.20
459,20,135.48,115.60
459,21,143.85,114.85
459,22,320.97,286.34
459,23,26.85,73.45
459,24,35.97,92.85
460,1,0.03,0.16
460,2,0.07,0.27
460,3,0.28,0.45
460,4,0.30,0.46
460,5,0.38,0.49
460,6,0.33,0.47
460,7,0.35,0.48
460,8,0.40,0.50
460,9,0.50,0.51
460,10,0.68,0.47
460,11,0.68,0.47
460,12,0.65,0.48
460,13,0.70,0.46
460,14,0.68,0.47
460,15,0.72,0.45
460,16,0.72,0.45
460,17,0.72,0.45
460,18,0.72,0.51
460,19,125.10,320.97
460,20,128.32,291.50
460,21,178.03,421.55
460,22,219.07,555.71
460,23,187.85,467.90
460,24,206.82,467.65
461,1,0.00,0.00
461,2,0.12,0.35
461,3,0.00,0.00
461,4,0.00,0.00
461,5,0.00,0.00
461,6,0.00,0.00
461,7,0.00,0.00
461,8,0.00,0.00
461,9,0.00,0.00
461,10,0.00,0.00
461,11,0.00,0.00
461,12,0.50,0.76
461,13,3.38,4.96
461,14,2.62,1.51
461,15,0.62,0.52
461,16,0.75,0.71
461,17,1.12,1.36
461,18,3.00,2.83
461,19,4.38,9.77
461,20,0.75,1.04
461,21,1.12,1.25
461,22,4.00,9.35
461,23,1.88,2.30
461,24,3.88,8.98
462,1,0.20,0.41
462,2,0.31,0.47
462,3,0.51,0.51
462,4,0.51,0.51
462,5,0.54,0.51
462,6,23.37,102.03
462,7,23.14,92.43
462,8,33.80,124.82
462,9,46.34,158.77
462,10,75.37,274.24
462,11,82.77,265.82
462,12,78.31,232.95
462,13,99.43,274.87
462,14,111.29,287.53
462,15,183.69,471.19
462,16,201.71,472.42
462,17,231.57,553.90
462,18,230.43,550.35
462,19,260.97,592.56
462,20,256.80,507.39
462,21,351.00,559.77
462,22,350.63,579.24
462,23,395.54,599.50
462,24,446.14,714.23
463,1,0.00,0.00
463,2,0.09,0.29
463,3,0.18,0.39
463,4,0.00,0.00
463,5,0.00,0.00
463,6,0.00,0.00
463,7,0.00,0.00
463,8,2.55,4.33
463,9,3.23,4.81
463,10,4.05,5.80
463,11,11.05,12.98
463,12,15.77,22.75
463,13,13.50,20.50
463,14,15.09,19.62
463,15,18.86,33.39
463,16,22.82,40.75
463,17,42.91,75.50
463,18,70.59,117.45
463,19,76.23,115.39
463,20,85.23,131.45
463,21,102.95,139.42
463,22,109.23,135.63
463,23,123.45,113.70
463,24,115.55,104.46
464,1,0.21,0.43
464,2,0.71,0.47
464,3,0.86,0.36
464,4,0.57,0.51
464,5,0.36,0.50
464,6,0.57,0.51
464,7,0.57,0.51
464,8,0.43,0.94
464,9,1.43,1.09
464,10,3.57,4.18
464,11,0.93,0.27
464,12,6.57,4.91
464,13,3.21,3.45
464,14,7.36,6.37
464,15,6.57,7.24
464,16,16.00,11.97
464,17,33.57,25.97
464,18,38.57,40.71
464,19,28.93,38.59
464,20,78.14,68.86
464,21,95.64,125.52
464,22,108.36,106.27
464,23,149.64,135.18
464,24,154.50,121.15
465,1,0.06,0.25
465,2,0.16,0.37
465,3,0.44,0.50
465,4,0.66,0.48
465,5,0.41,0.50
465,6,0.38,0.49
465,7,0.53,2.66
465,8,0.97,5.30
465,9,1.47,7.77
465,10,1.44,7.42
465,11,2.00,7.20
465,12,6.97,26.69
465,13,8.06,31.58
465,14,18.09,80.76
465,15,35.09,156.34
465,16,58.97,276.69
465,17,38.72,129.98
465,18,40.91,116.32
465,19,49.78,114.18
465,20,64.84,107.12
465,21,70.50,85.44
465,22,57.84,72.46
465,23,76.97,82.11
465,24,85.53,78.48
466,1,0.00,0.00
466,2,0.00,0.00
466,3,0.04,0.19
466,4,0.04,0.19
466,5,0.04,0.19
466,6,0.04,0.19
466,7,0.04,0.19
466,8,0.30,1.17
466,9,0.26,0.98
466,10,2.85,3.37
466,11,3.07,4.73
466,12,3.00,3.89
466,13,3.07,3.50
466,14,5.63,10.98
466,15,4.11,7.63
466,16,4.26,5.88
466,17,5.59,8.33
466,18,9.70,14.46
466,19,8.44,10.59
466,20,5.26,5.13
466,21,8.11,11.60
466,22,15.81,40.84
466,23,14.74,18.71
466,24,28.89,44.49
467,1,0.03,0.16
467,2,0.07,0.27
467,3,0.28,0.45
467,4,0.30,0.46
467,5,0.38,0.49
467,6,0.33,0.47
467,7,0.35,0.48
467,8,0.40,0.50
467,9,0.53,0.51
467,10,0.68,0.47
467,11,0.68,0.47
467,12,0.65,0.48
467,13,0.70,0.46
467,14,0.68,0.47
467,15,0.72,0.45
467,16,0.72,0.45
467,17,0.72,0.45
467,18,0.72,0.51
467,19,126.03,320.75
467,20,126.62,291.83
467,21,175.38,421.98
467,22,216.00,556.29
467,23,185.32,468.27
467,24,202.15,468.27
468,1,0.03,0.19
468,2,0.03,0.19
468,3,0.21,0.41
468,4,0.17,0.38
468,5,0.10,0.31
468,6,0.14,0.35
468,7,0.34,0.48
468,8,0.45,0.51
468,9,3.07,6.35
468,10,4.62,6.75
468,11,4.17,3.20
468,12,6.93,12.03
468,13,9.10,16.86
468,14,8.41,12.09
468,15,10.24,12.14
468,16,20.52,41.08
468,17,21.17,40.54
468,18,21.76,38.06
468,19,47.93,105.36
468,20,53.72,74.98
468,21,56.14,71.31
468,22,81.55,89.80
468,23,94.48,92.88
468,24,111.28,157.00
469,1,0.00,0.00
469,2,0.00,0.00
469,3,0.00,0.00
469,4,0.00,0.00
469,5,0.00,0.00
469,6,0.04,0.19
469,7,0.04,0.19
469,8,0.30,1.17
469,9,0.26,0.98
469,10,2.41,2.87
469,11,3.04,4.75
469,12,2.89,3.94
469,13,2.63,2.90
469,14,5.63,10.98
469,15,4.07,7.65
469,16,4.22,5.91
469,17,5.59,8.33
469,18,9.78,14.42
469,19,8.26,10.59
469,20,5.07,5.19
469,21,8.41,11.52
469,22,16.07,40.80
469,23,14.22,18.89
469,24,28.37,44.73
470,1,0.00,0.00
470,2,0.00,0.00
470,3,0.04,0.19
470,4,0.04,0.19
470,5,0.04,0.19
470,6,0.04,0.19
470,7,0.04,0.19
470,8,0.30,1.17
470,9,0.22,0.97
470,10,2.70,3.41
470,11,2.33,3.34
470,12,3.00,3.89
470,13,3.07,3.50
470,14,5.70,10.95
470,15,4.04,7.66
470,16,4.19,5.92
470,17,5.52,8.35
470,18,9.59,14.50
470,19,8.56,10.55
470,20,5.11,5.19
470,21,8.41,11.52
470,22,16.11,40.79
470,23,13.96,18.83
470,24,28.41,44.72
471,1,0.09,0.30
471,2,0.31,0.47
471,3,0.50,0.51
471,4,0.56,0.50
471,5,0.47,0.51
471,6,0.62,0.49
471,7,2.03,5.82
471,8,2.53,5.55
471,9,2.44,2.47
471,10,3.94,5.13
471,11,7.44,10.32
471,12,8.22,14.68
471,13,8.41,14.80
471,14,9.25,12.56
471,15,5.84,9.96
471,16,10.72,12.86
471,17,12.94,23.25
471,18,18.47,28.18
471,19,30.59,69.72
471,20,28.75,36.38
471,21,31.59,44.72
471,22,22.41,25.74
471,23,27.03,24.98
471,24,23.81,32.67
472,1,0.21,0.43
472,2,0.79,0.43
472,3,0.93,0.27
472,4,0.64,0.50
472,5,0.36,0.50
472,6,0.57,0.51
472,7,0.57,0.51
472,8,0.43,0.94
472,9,1.43,1.09
472,10,3.64,4.16
472,11,0.93,0.27
472,12,7.79,5.73
472,13,3.43,3.39
472,14,8.29,7.74
472,15,5.57,6.95
472,16,16.71,11.63
472,17,33.79,25.82
472,18,41.21,40.33
472,19,29.00,38.54
472,20,77.29,69.35
472,21,97.50,124.42
472,22,112.07,104.56
472,23,147.71,136.07
472,24,161.29,122.86
473,1,0.21,0.43
473,2,0.71,0.47
473,3,0.86,0.36
473,4,0.57,0.51
473,5,0.29,0.47
473,6,0.57,0.51
473,7,0.64,0.50
473,8,0.43,0.94
473,9,1.29,0.99
473,10,3.50,4.18
473,11,0.93,0.27
473,12,7.64,5.85
473,13,3.43,3.39
473,14,8.21,7.71
473,15,6.07,7.37
473,16,16.57,11.75
473,17,33.64,25.92
473,18,40.50,40.70
473,19,21.21,31.23
473,20,73.86,69.59
473,21,86.21,124.21
473,22,104.07,105.63
473,23,138.57,134.26
473,24,160.36,122.99
474,1,0.17,0.39
474,2,0.42,0.51
474,3,0.83,0.39
474,4,0.83,0.39
474,5,0.67,0.49
474,6,0.92,0.29
474,7,0.92,0.29
474,8,4.00,3.54
474,9,4.42,3.37
474,10,9.25,8.40
474,11,7.83,8.95
474,12,12.00,9.95
474,13,13.58,14.06
474,14,28.58,29.21
474,15,57.33,45.01
474,16,57.25,42.31
474,17,137.67,98.08
474,18,319.42,247.40
474,19,617.17,344.93
474,20,743.25,357.85
474,21,807.42,320.66
474,22,702.83,214.66
474,23,837.00,272.55
474,24,848.83,168.53
475,1,0.05,0.23
475,2,0.32,0.47
475,3,0.81,0.40
475,4,0.81,0.40
475,5,0.81,0.40
475,6,0.78,0.42
475,7,0.57,0.50
475,8,0.86,0.35
475,9,1.00,1.60
475,10,0.84,0.37
475,11,0.86,0.35
475,12,2.84,6.60
475,13,54.16,248.80
475,14,64.22,215.41
475,15,99.32,328.48
475,16,115.35,303.16
475,17,105.97,199.97
475,18,128.41,203.54
475,19,187.59,230.70
475,20,155.97,187.07
475,21,157.49,178.21
475,22,156.35,202.05
475,23,160.68,222.62
475,24,170.27,224.38
476,1,0.11,0.32
476,2,0.21,0.42
476,3,0.37,0.50
476,4,0.63,0.50
476,5,0.58,0.51
476,6,0.53,0.51
476,7,2.00,3.57
476,8,1.84,3.35
476,9,3.89,5.03
476,10,5.74,8.63
476,11,9.84,10.23
476,12,8.47,14.04
476,13,5.53,4.06
476,14,7.68,7.82
476,15,10.89,15.48
476,16,12.84,15.92
476,17,13.95,17.56
476,18,37.16,57.79
476,19,27.21,34.75
476,20,32.05,67.73
476,21,25.37,40.14
476,22,27.47,30.75
476,23,31.47,46.72
476,24,28.47,34.01
477,1,0.09,0.30
477,2,0.00,0.00
477,3,0.27,0.47
477,4,0.36,0.50
477,5,0.27,0.47
477,6,0.00,0.00
477,7,0.00,0.00
477,8,0.55,0.52
477,9,0.91,1.04
477,10,2.09,2.12
477,11,2.36,2.11
477,12,2.09,1.97
477,13,2.00,1.73
477,14,2.36,3.07
477,15,3.18,3.03
477,16,2.55,1.97
477,17,1.82,1.25
477,18,3.73,4.58
477,19,4.18,4.79
477,20,5.27,3.64
477,21,10.09,13.25
477,22,9.73,7.06
477,23,10.09,15.88
477,24,13.36,14.98
478,1,0.11,0.32
478,2,0.21,0.42
478,3,0.37,0.50
478,4,0.63,0.50
478,5,0.58,0.51
478,6,0.53,0.51
478,7,1.89,3.48
478,8,1.79,3.36
478,9,5.74,11.01
478,10,4.11,4.56
478,11,9.89,10.20
478,12,7.95,14.05
478,13,7.53,9.94
478,14,7.79,7.83
478,15,10.84,15.49
478,16,12.63,16.03
478,17,13.21,16.81
478,18,38.47,57.23
478,19,27.00,34.87
478,20,32.05,67.73
478,21,24.32,40.53
478,22,25.95,30.86
478,23,31.05,46.80
478,24,27.47,34.21
479,1,0.25,0.45
479,2,0.42,0.51
479,3,0.83,0.39
479,4,0.83,0.39
479,5,0.67,0.49
479,6,0.92,0.29
479,7,0.92,0.29
479,8,4.83,4.95
479,9,4.25,3.17
479,10,8.50,7.40
479,11,7.25,9.10
479,12,12.33,10.19
479,13,11.25,7.90
479,14,31.58,29.53
479,15,56.00,44.87
479,16,53.25,38.10
479,17,128.83,93.78
479,18,284.42,241.45
479,19,589.25,347.46
479,20,670.17,337.49
479,21,727.25,290.72
479,22,666.50,243.82
479,23,785.50,323.50
479,24,813.08,219.66
480,1,0.24,0.44
480,2,0.24,0.44
480,3,0.57,0.51
480,4,0.62,0.50
480,5,0.48,0.51
480,6,0.38,0.50
480,7,1.33,2.33
480,8,2.24,3.45
480,9,2.29,2.95
480,10,2.67,3.44
480,11,12.14,34.00
480,12,10.81,13.33
480,13,14.10,30.12
480,14,19.19,27.65
480,15,23.43,42.95
480,16,24.19,41.29
480,17,23.33,28.41
480,18,35.52,37.52
480,19,38.43,48.96
480,20,38.38,44.38
480,21,43.33,41.80
480,22,38.62,31.64
480,23,53.67,38.25
480,24,63.67,46.37
481,1,0.07,0.25
481,2,0.12,0.33
481,3,0.34,0.48
481,4,0.46,0.50
481,5,0.47,0.58
481,6,0.54,0.60
481,7,2.57,5.12
481,8,2.88,5.74
481,9,3.43,4.49
481,10,5.96,8.18
481,11,4.73,6.59
481,12,5.73,5.96
481,13,8.08,10.07
481,14,7.86,10.78
481,15,8.97,16.91
481,16,10.59,16.83
481,17,19.43,32.17
481,18,27.12,35.05
481,19,39.91,58.20
481,20,48.20,58.05
481,21,60.88,79.84
481,22,63.12,91.68
481,23,69.70,101.04
481,24,74.96,98.18
482,1,0.15,0.36
482,2,0.21,0.41
482,3,0.26,0.45
482,4,0.41,0.50
482,5,0.59,0.50
482,6,0.76,0.43
482,7,9.76,42.66
482,8,12.29,47.92
482,9,24.12,121.18
482,10,12.71,47.31
482,11,13.03,48.97
482,12,15.35,51.02
482,13,15.41,59.21
482,14,16.18,54.43
482,15,17.56,46.60
482,16,21.03,51.20
482,17,24.97,54.02
482,18,28.03,55.36
482,19,31.65,54.65
482,20,32.79,50.65
482,21,31.74,48.29
482,22,31.47,49.50
482,23,16.76,16.40
482,24,36.88,56.78
483,1,0.09,0.30
483,2,0.00,0.00
483,3,0.27,0.47
483,4,0.36,0.50
483,5,0.27,0.47
483,6,0.00,0.00
483,7,0.00,0.00
483,8,0.55,0.52
483,9,0.91,1.04
483,10,2.18,2.04
483,11,2.36,2.11
483,12,2.18,1.89
483,13,2.00,1.73
483,14,2.45,3.01
483,15,3.18,3.03
483,16,2.45,2.07
483,17,1.91,1.14
483,18,3.82,4.51
483,19,4.36,4.65
483,20,5.45,3.39
483,21,10.45,13.00
483,22,9.91,6.83
483,23,10.45,15.69
483,24,13.36,14.98
484,1,0.00,0.00
484,2,0.00,0.00
484,3,0.27,0.45
484,4,0.06,0.24
484,5,0.12,0.33
484,6,0.00,0.00
484,7,0.18,0.73
484,8,0.18,0.58
484,9,0.12,0.42
484,10,2.42,5.09
484,11,7.03,7.71
484,12,5.48,8.17
484,13,8.42,20.47
484,14,5.18,6.10
484,15,9.88,35.35
484,16,24.55,135.12
484,17,12.64,71.34
484,18,122.27,150.90
484,19,128.15,160.27
484,20,135.91,115.63
484,21,140.36,115.24
484,22,302.79,287.12
484,23,26.85,73.45
484,24,35.97,92.85
485,1,0.05,0.23
485,2,0.12,0.33
485,3,0.34,0.48
485,4,0.45,0.50
485,5,0.47,0.58
485,6,0.54,0.60
485,7,2.57,5.12
485,8,2.89,5.74
485,9,3.34,4.46
485,10,5.88,8.20
485,11,4.70,6.60
485,12,5.85,5.96
485,13,8.09,10.06
485,14,7.91,10.78
485,15,9.01,16.90
485,16,10.62,16.82
485,17,19.43,32.17
485,18,27.16,35.02
485,19,39.78,58.23
485,20,48.36,57.98
485,21,62.15,80.59
485,22,64.23,91.66
485,23,69.82,101.02
485,24,75.49,98.14
486,1,0.00,0.00
486,2,0.11,0.31
486,3,0.22,0.42
486,4,0.08,0.28
486,5,0.16,0.37
486,6,0.46,0.51
486,7,0.70,0.46
486,8,0.84,0.37
486,9,0.97,0.16
486,10,1.05,0.91
486,11,1.00,0.00
486,12,1.00,0.00
486,13,1.00,0.00
486,14,0.97,0.16
486,15,1.00,0.00
486,16,10.81,12.18
486,17,19.57,25.52
486,18,44.35,57.15
486,19,74.70,97.46
486,20,94.57,100.19
486,21,106.49,85.81
486,22,94.49,82.66
486,23,59.41,46.58
486,24,55.54,52.85
487,1,0.07,0.25
487,2,0.12,0.33
487,3,0.34,0.48
487,4,0.46,0.50
487,5,0.47,0.58
487,6,0.54,0.60
487,7,2.57,5.12
487,8,2.88,5.74
487,9,3.45,4.48
487,10,5.97,8.17
487,11,4.73,6.59
487,12,5.86,5.95
487,13,8.11,10.05
487,14,8.00,10.74
487,15,9.03,16.89
487,16,10.66,16.80
487,17,19.42,32.17
487,18,27.08,35.07
487,19,39.69,58.24
487,20,48.43,57.94
487,21,62.69,80.44
487,22,64.19,91.68
487,23,69.93,101.00
487,24,75.49,98.14
488,1,0.00,0.00
488,2,0.00,0.00
488,3,0.09,0.29
488,4,0.17,0.39
488,5,0.22,0.42
488,6,0.35,0.49
488,7,0.26,0.54
488,8,1.43,4.23
488,9,0.52,0.90
488,10,3.04,4.29
488,11,3.00,4.37
488,12,4.13,8.00
488,13,7.00,10.41
488,14,3.35,6.34
488,15,2.70,2.80
488,16,3.09,3.04
488,17,6.22,5.44
488,18,10.91,14.49
488,19,12.00,26.18
488,20,33.22,40.42
488,21,40.09,82.09
488,22,23.26,24.56
488,23,31.91,39.57
488,24,55.39,63.13
489,1,0.20,0.41
489,2,0.34,0.48
489,3,0.51,0.51
489,4,0.54,0.51
489,5,0.54,0.51
489,6,23.37,102.03
489,7,23.11,92.43
489,8,33.71,124.84
489,9,46.34,158.77
489,10,76.17,274.07
489,11,83.91,265.58
489,12,78.46,232.91
489,13,99.66,274.79
489,14,111.26,287.54
489,15,183.77,471.16
489,16,201.74,472.41
489,17,231.86,553.80
489,18,236.66,549.40
489,19,260.77,592.61
489,20,269.34,510.53
489,21,359.43,560.04
489,22,363.71,580.46
489,23,403.09,600.82
489,24,460.00,713.72
490,1,0.00,0.00
490,2,0.12,0.35
490,3,0.00,0.00
490,4,0.00,0.00
490,5,0.00,0.00
490,6,0.00,0.00
490,7,0.00,0.00
490,8,0.00,0.00
490,9,0.00,0.00
490,10,0.00,0.00
490,11,0.00,0.00
490,12,0.50,0.76
490,13,4.62,5.50
490,14,2.12,1.64
490,15,0.62,0.52
490,16,0.75,0.71
490,17,0.75,0.71
490,18,1.88,1.64
490,19,4.50,9.71
490,20,0.62,1.06
490,21,1.38,1.41
490,22,7.12,12.01
490,23,1.38,1.60
490,24,4.25,8.86
491,1,1.00,0.00
491,2,0.00,0.00
491,3,1.00,0.00
491,4,0.00,0.00
491,5,1.00,0.00
491,6,1.00,0.00
491,7,1.00,0.00
491,8,1.00,0.00
491,9,0.00,0.00
491,10,2.00,0.00
491,11,1.00,0.00
491,12,2.00,0.00
491,13,198.00,0.00
491,14,68.00,0.00
491,15,9.00,0.00
491,16,12.00,0.00
491,17,7.00,0.00
491,18,3.00,0.00
491,19,12.00,0.00
491,20,33.00,0.00
491,21,7.00,0.00
491,22,15.00,0.00
491,23,20.00,0.00
491,24,22.00,0.00
492,1,0.00,0.00
492,2,0.00,0.00
492,3,0.05,0.21
492,4,0.00,0.00
492,5,0.00,0.00
492,6,0.00,0.00
492,7,0.00,0.00
492,8,0.00,0.00
492,9,0.00,0.00
492,10,0.00,0.00
492,11,0.09,0.29
492,12,0.32,0.48
492,13,0.77,1.57
492,14,1.59,3.40
492,15,0.68,1.39
492,16,1.09,2.18
492,17,0.77,1.57
492,18,1.68,2.46
492,19,2.23,2.84
492,20,4.82,8.22
492,21,3.05,4.80
492,22,2.45,3.75
492,23,5.86,8.01
492,24,5.45,6.05
493,1,0.00,0.00
493,2,0.00,0.00
493,3,0.09,0.29
493,4,0.17,0.39
493,5,0.22,0.42
493,6,0.35,0.49
493,7,0.26,0.54
493,8,1.43,4.23
493,9,0.57,0.90
493,10,3.13,4.27
493,11,3.00,4.37
493,12,4.22,7.98
493,13,7.04,10.39
493,14,3.26,6.38
493,15,2.65,2.84
493,16,3.13,3.02
493,17,6.13,5.48
493,18,11.87,14.60
493,19,12.39,26.21
493,20,34.39,39.89
493,21,40.26,82.03
493,22,22.83,24.65
493,23,32.57,39.28
493,24,56.43,62.39
494,1,0.00,0.00
494,2,0.00,0.00
494,3,0.00,0.00
494,4,0.00,0.00
494,5,0.00,0.00
494,6,0.00,0.00
494,7,0.00,0.00
494,8,0.00,0.00
494,9,0.00,0.00
494,10,0.00,0.00
494,11,0.09,0.29
494,12,0.27,0.46
494,13,0.77,1.57
494,14,1.55,3.42
494,15,0.73,1.39
494,16,1.09,2.18
494,17,0.86,1.58
494,18,1.77,2.43
494,19,2.18,2.86
494,20,4.82,8.22
494,21,2.82,4.77
494,22,2.55,3.76
494,23,5.91,7.99
494,24,5.45,6.05
495,1,0.00,0.00
495,2,0.00,0.00
495,3,0.05,0.21
495,4,0.00,0.00
495,5,0.00,0.00
495,6,0.00,0.00
495,7,0.00,0.00
495,8,0.00,0.00
495,9,0.00,0.00
495,10,0.00,0.00
495,11,0.09,0.29
495,12,0.32,0.48
495,13,0.73,1.58
495,14,1.59,3.40
495,15,0.68,1.39
495,16,1.09,2.18
495,17,0.86,1.58
495,18,1.77,2.43
495,19,2.14,2.85
495,20,4.82,8.22
495,21,3.05,4.80
495,22,2.59,3.75
495,23,5.86,8.01
495,24,5.50,6.02
496,1,0.00,0.00
496,2,0.00,0.00
496,3,0.05,0.21
496,4,0.00,0.00
496,5,0.00,0.00
496,6,0.00,0.00
496,7,0.00,0.00
496,8,0.00,0.00
496,9,0.00,0.00
496,10,0.00,0.00
496,11,0.09,0.29
496,12,0.32,0.48
496,13,0.73,1.58
496,14,1.55,3.42
496,15,0.73,1.39
496,16,1.09,2.18
496,17,0.86,1.58
496,18,1.64,2.44
496,19,2.18,2.86
496,20,4.82,8.22
496,21,3.05,4.80
496,22,2.59,3.75
496,23,5.73,8.05
496,24,5.45,6.05
497,1,0.00,0.00
497,2,0.00,0.00
497,3,0.05,0.21
497,4,0.00,0.00
497,5,0.00,0.00
497,6,0.00,0.00
497,7,0.00,0.00
497,8,0.00,0.00
497,9,0.00,0.00
497,10,0.00,0.00
497,11,0.09,0.29
497,12,0.32,0.48
497,13,0.77,1.57
497,14,1.55,3.42
497,15,0.73,1.39
497,16,1.00,2.18
497,17,0.86,1.58
497,18,1.32,1.62
497,19,2.23,2.84
497,20,4.68,8.25
497,21,2.86,4.79
497,22,2.50,3.76
497,23,5.91,7.99
497,24,5.36,6.09
498,1,0.00,0.00
498,2,0.00,0.00
498,3,0.05,0.21
498,4,0.00,0.00
498,5,0.00,0.00
498,6,0.00,0.00
498,7,0.00,0.00
498,8,0.00,0.00
498,9,0.00,0.00
498,10,0.00,0.00
498,11,0.09,0.29
498,12,0.32,0.48
498,13,0.77,1.57
498,14,1.59,3.40
498,15,0.73,1.39
498,16,1.09,2.18
498,17,0.64,1.29
498,18,1.68,2.46
498,19,2.00,2.73
498,20,4.73,8.25
498,21,3.09,4.77
498,22,2.59,3.75
498,23,5.91,7.99
498,24,5.23,6.09
499,1,0.05,0.23
499,2,0.11,0.31
499,3,0.32,0.47
499,4,0.45,0.50
499,5,0.43,0.50
499,6,0.53,0.60
499,7,2.46,5.09
499,8,2.85,5.75
499,9,3.43,4.49
499,10,5.82,8.18
499,11,4.69,6.60
499,12,5.82,5.98
499,13,7.53,9.15
499,14,7.64,10.54
499,15,8.65,16.75
499,16,9.59,14.71
499,17,16.82,23.93
499,18,24.16,26.37
499,19,34.35,35.58
499,20,46.42,56.52
499,21,55.38,55.00
499,22,55.39,56.90
499,23,60.16,59.13
499,24,66.95,67.66
500,1,0.14,0.36
500,2,0.24,0.44
500,3,0.38,0.50
500,4,0.67,0.48
500,5,0.43,0.51
500,6,0.33,0.48
500,7,8.00,13.35
500,8,7.52,9.52
500,9,1.90,3.00
500,10,1.14,1.65
500,11,2.43,2.62
500,12,1.76,1.64
500,13,3.43,3.56
500,14,6.62,10.57
500,15,5.67,6.12
500,16,6.33,12.81
500,17,10.24,19.37
500,18,13.38,18.07
500,19,16.52,14.63
500,20,37.05,37.26
500,21,39.52,40.70
500,22,43.14,44.69
500,23,45.90,46.66
500,24,57.05,40.93
501,1,0.00,0.00
501,2,0.12,0.35
501,3,0.00,0.00
501,4,0.00,0.00
501,5,0.00,0.00
501,6,0.00,0.00
501,7,0.00,0.00
501,8,0.00,0.00
501,9,0.00,0.00
501,10,0.00,0.00
501,11,0.00,0.00
501,12,0.38,0.74
501,13,2.88,3.64
501,14,2.50,1.69
501,15,0.50,0.53
501,16,0.50,0.53
501,17,1.12,1.36
501,18,2.38,2.88
501,19,3.75,9.81
501,20,0.62,1.06
501,21,1.38,1.41
501,22,6.88,12.12
501,23,2.00,2.27
501,24,4.12,8.92
502,1,0.03,0.16
502,2,0.07,0.27
502,3,0.28,0.45
502,4,0.30,0.46
502,5,0.38,0.49
502,6,0.33,0.47
502,7,0.35,0.48
502,8,0.40,0.50
502,9,0.53,0.51
502,10,0.70,0.46
502,11,0.70,0.46
502,12,0.68,0.47
502,13,0.72,0.45
502,14,0.70,0.46
502,15,0.75,0.44
502,16,0.75,0.44
502,17,0.75,0.44
502,18,0.75,0.49
502,19,126.80,320.47
502,20,129.30,291.13
502,21,179.45,421.03
502,22,220.45,555.23
502,23,189.57,467.31
502,24,208.10,467.14
503,1,0.00,0.00
503,2,0.14,0.35
503,3,0.22,0.42
503,4,0.08,0.28
503,5,0.16,0.37
503,6,0.43,0.50
503,7,0.70,0.46
503,8,0.84,0.37
503,9,0.97,0.16
503,10,1.05,0.91
503,11,1.00,0.00
503,12,1.00,0.00
503,13,1.00,0.00
503,14,0.97,0.16
503,15,1.00,0.00
503,16,10.68,12.27
503,17,19.46,25.57
503,18,45.46,56.90
503,19,75.00,97.33
503,20,93.78,100.65
503,21,105.95,86.10
503,22,92.27,83.00
503,23,59.08,46.67
503,24,55.14,52.98
504,1,0.00,0.00
504,2,0.14,0.35
504,3,0.22,0.42
504,4,0.08,0.28
504,5,0.16,0.37
504,6,0.46,0.51
504,7,0.70,0.46
504,8,0.81,0.40
504,9,0.97,0.16
504,10,1.05,0.91
504,11,1.00,0.00
504,12,1.00,0.00
504,13,1.00,0.00
504,14,0.97,0.16
504,15,1.00,0.00
504,16,10.70,12.25
504,17,19.51,25.55
504,18,45.32,56.97
504,19,74.30,97.58
504,20,92.76,100.89
504,21,104.73,86.25
504,22,90.51,81.61
504,23,57.43,45.78
504,24,53.38,52.11
505,1,0.05,0.23
505,2,0.30,0.46
505,3,0.78,0.42
505,4,0.78,0.42
505,5,0.78,0.42
505,6,0.76,0.43
505,7,0.54,0.51
505,8,0.86,0.35
505,9,1.00,1.60
505,10,0.84,0.37
505,11,0.86,0.35
505,12,3.05,6.64
505,13,53.78,248.88
505,14,62.05,215.59
505,15,93.97,327.97
505,16,105.95,300.97
505,17,98.97,198.42
505,18,124.30,203.88
505,19,180.51,231.40
505,20,153.49,187.54
505,21,156.14,178.84
505,22,155.73,202.32
505,23,159.03,223.37
505,24,168.49,225.17
506,1,0.06,0.25
506,2,0.16,0.37
506,3,0.41,0.50
506,4,0.69,0.47
506,5,0.44,0.50
506,6,0.41,0.50
506,7,0.53,2.66
506,8,0.97,5.30
506,9,1.47,7.77
506,10,1.44,7.42
506,11,2.00,7.20
506,12,7.12,26.67
506,13,8.06,31.58
506,14,18.12,80.76
506,15,35.09,156.34
506,16,58.81,276.73
506,17,38.56,130.02
506,18,40.62,116.41
506,19,49.00,114.41
506,20,63.84,107.51
506,21,70.44,85.47
506,22,57.78,72.50
506,23,75.78,82.80
506,24,83.97,79.41
507,1,0.06,0.25
507,2,0.16,0.37
507,3,0.41,0.50
507,4,0.66,0.48
507,5,0.44,0.50
507,6,0.41,0.50
507,7,0.53,2.66
