districtid,timeid,statemean,statestdev
299,5,0.46,0.58
299,6,0.54,0.60
299,7,2.57,5.12
299,8,2.88,5.74
299,9,3.43,4.49
299,10,5.85,8.19
299,11,4.74,6.58
299,12,5.72,5.95
299,13,7.91,10.04
299,14,7.96,10.77
299,15,8.99,16.91
299,16,10.65,16.81
299,17,19.49,32.15
299,18,26.92,35.13
299,19,39.88,58.21
299,20,48.31,58.01
299,21,62.50,80.53
299,22,64.31,91.62
299,23,69.88,101.01
299,24,75.49,98.14
300,1,0.19,0.40
300,2,0.19,0.40
300,3,0.52,0.51
300,4,0.57,0.51
300,5,0.48,0.51
300,6,0.33,0.48
300,7,0.95,1.77
300,8,2.19,3.47
300,9,2.14,2.94
300,10,2.38,3.31
300,11,10.67,33.77
300,12,9.05,11.77
300,13,10.10,25.12
300,14,14.71,21.30
300,15,14.38,19.48
300,16,15.81,20.93
300,17,19.48,24.08
300,18,29.24,29.52
300,19,29.38,32.93
300,20,31.81,31.48
300,21,37.81,34.09
300,22,33.19,23.81
300,23,51.48,36.94
300,24,59.71,41.17
301,1,0.14,0.36
301,2,0.29,0.46
301,3,0.38,0.50
301,4,0.67,0.48
301,5,0.43,0.51
301,6,0.38,0.50
301,7,7.86,13.42
301,8,6.29,8.49
301,9,1.90,3.00
301,10,1.10,1.64
301,11,2.57,2.62
301,12,1.76,1.64
301,13,4.05,5.76
301,14,6.71,10.56
301,15,6.19,6.17
301,16,8.48,15.38
301,17,11.48,19.72
301,18,16.52,22.03
301,19,22.95,31.53
301,20,44.86,45.76
301,21,46.67,49.04
301,22,46.81,47.89
301,23,61.48,81.15
301,24,69.76,60.67
302,1,0.07,0.25
302,2,0.12,0.33
302,3,0.34,0.48
302,4,0.46,0.50
302,5,0.47,0.58
302,6,0.54,0.60
302,7,2.57,5.12
302,8,2.88,5.74
302,9,3.38,4.49
302,10,5.95,8.19
302,11,4.70,6.60
302,12,5.78,5.98
302,13,8.11,10.05
302,14,7.93,10.78
302,15,9.00,16.90
302,16,10.50,16.83
302,17,19.38,32.18
302,18,26.95,35.13
302,19,39.92,58.19
302,20,48.26,58.03
302,21,62.72,80.43
302,22,64.15,91.69
302,23,70.15,100.92
302,24,75.59,98.10
303,1,0.24,0.44
303,2,0.24,0.44
303,3,0.57,0.51
303,4,0.57,0.51
303,5,0.52,0.51
303,6,0.38,0.50
303,7,1.33,2.33
303,8,2.19,3.47
303,9,2.29,2.95
303,10,2.71,3.41
303,11,12.05,34.03
303,12,10.67,13.41
303,13,14.14,30.10
303,14,19.29,27.58
303,15,23.43,42.95
303,16,24.24,41.27
303,17,23.57,28.26
303,18,34.86,37.91
303,19,38.62,48.83
303,20,39.33,44.11
303,21,44.48,41.13
303,22,39.29,31.00
303,23,54.57,37.93
303,24,66.14,45.47
304,1,0.14,0.36
304,2,0.29,0.46
304,3,0.43,0.51
304,4,0.67,0.48
304,5,0.48,0.51
304,6,0.38,0.50
304,7,7.71,13.46
304,8,7.33,9.61
304,9,2.05,2.97
304,10,1.14,1.65
304,11,2.57,2.62
304,12,1.76,1.64
304,13,4.62,6.03
304,14,6.86,10.52
304,15,5.95,6.27
304,16,8.48,15.38
304,17,11.52,19.69
304,18,16.62,21.98
304,19,22.86,31.56
304,20,43.95,46.44
304,21,46.86,48.91
304,22,48.38,47.23
304,23,61.24,81.26
304,24,68.24,61.92
305,1,0.07,0.25
305,2,0.12,0.33
305,3,0.34,0.48
305,4,0.46,0.50
305,5,0.47,0.58
305,6,0.54,0.60
305,7,2.57,5.12
305,8,2.86,5.75
305,9,3.43,4.49
305,10,5.92,8.20
305,11,4.72,6.59
305,12,5.78,5.98
305,13,8.04,10.08
305,14,7.96,10.77
305,15,8.96,16.91
305,16,10.65,16.81
305,17,19.46,32.16
305,18,26.96,35.12
305,19,40.04,58.14
305,20,48.23,58.04
305,21,62.28,80.58
305,22,64.15,91.69
305,23,70.24,100.87
305,24,75.68,98.07
306,1,0.14,0.36
306,2,0.29,0.46
306,3,0.43,0.51
306,4,0.71,0.46
306,5,0.48,0.51
306,6,0.38,0.50
306,7,7.81,13.44
306,8,7.52,9.52
306,9,2.05,2.97
306,10,1.19,1.63
306,11,2.52,2.64
306,12,1.76,1.64
306,13,4.57,6.05
306,14,6.90,10.49
306,15,5.62,6.06
306,16,8.48,15.38
306,17,11.52,19.69
306,18,16.48,22.05
306,19,22.43,31.65
306,20,43.19,46.69
306,21,47.14,48.69
306,22,47.24,47.83
306,23,62.19,80.74
306,24,68.10,61.99
307,1,0.14,0.36
307,2,0.29,0.46
307,3,0.43,0.51
307,4,0.71,0.46
307,5,0.43,0.51
307,6,0.38,0.50
307,7,7.57,13.46
307,8,7.52,9.52
307,9,2.00,3.00
307,10,1.19,1.63
307,11,2.62,2.58
307,12,1.71,1.65
307,13,4.62,6.03
307,14,6.81,10.54
307,15,6.14,6.21
307,16,8.29,15.45
307,17,11.24,19.79
307,18,16.10,22.15
307,19,22.90,31.55
307,20,42.67,46.70
307,21,46.71,49.01
307,22,48.76,46.89
307,23,62.52,80.50
307,24,64.33,61.14
308,1,0.07,0.25
308,2,0.12,0.33
308,3,0.32,0.47
308,4,0.45,0.50
308,5,0.46,0.58
308,6,0.53,0.60
308,7,2.39,4.98
308,8,2.80,5.73
308,9,3.45,4.48
308,10,5.92,8.20
308,11,4.62,6.58
308,12,5.74,5.97
308,13,8.08,10.07
308,14,7.96,10.77
308,15,8.99,16.91
308,16,10.58,16.83
308,17,19.55,32.11
308,18,27.15,35.03
308,19,39.92,58.19
308,20,48.55,57.86
308,21,62.62,80.48
308,22,64.26,91.64
308,23,69.88,101.01
308,24,75.62,98.09
309,1,0.03,0.16
309,2,0.07,0.27
309,3,0.28,0.45
309,4,0.30,0.46
309,5,0.35,0.48
309,6,0.30,0.46
309,7,0.33,0.47
309,8,0.40,0.50
309,9,0.50,0.51
309,10,0.68,0.47
309,11,0.70,0.46
309,12,0.65,0.48
309,13,0.70,0.46
309,14,0.68,0.47
309,15,0.72,0.45
309,16,0.72,0.45
309,17,0.72,0.45
309,18,0.72,0.51
309,19,125.28,320.94
309,20,126.83,291.81
309,21,177.10,421.78
309,22,216.90,556.19
309,23,186.68,468.14
309,24,203.57,468.29
310,1,0.20,0.41
310,2,0.34,0.48
310,3,0.54,0.51
310,4,0.54,0.51
310,5,0.54,0.51
310,6,23.40,102.02
310,7,23.17,92.42
310,8,33.89,124.80
310,9,46.40,158.75
310,10,76.23,274.05
310,11,84.17,265.51
310,12,78.51,232.89
310,13,99.71,274.77
310,14,111.29,287.53
310,15,184.26,470.97
310,16,201.94,472.32
310,17,232.00,553.74
310,18,237.83,548.93
310,19,263.83,591.56
310,20,274.03,508.76
310,21,364.89,557.70
310,22,368.51,578.17
310,23,413.51,596.84
310,24,464.97,711.10
311,1,0.03,0.19
311,2,0.03,0.19
311,3,0.21,0.41
311,4,0.17,0.38
311,5,0.10,0.31
311,6,0.14,0.35
311,7,0.38,0.49
311,8,0.45,0.51
311,9,3.07,6.35
311,10,4.48,6.81
311,11,3.86,3.04
311,12,6.79,12.02
311,13,8.97,16.91
311,14,7.48,11.56
311,15,9.72,12.21
311,16,20.45,41.10
311,17,20.69,40.57
311,18,21.17,38.20
311,19,45.86,105.09
311,20,51.59,74.25
311,21,56.66,71.20
311,22,83.79,90.26
311,23,95.14,92.71
311,24,111.45,156.90
312,1,0.11,0.32
312,2,0.21,0.42
312,3,0.37,0.50
312,4,0.63,0.50
312,5,0.58,0.51
312,6,0.58,0.51
312,7,2.21,3.57
312,8,1.68,3.32
312,9,6.37,11.01
312,10,5.89,8.58
312,11,10.00,10.11
312,12,8.58,13.99
312,13,7.79,9.85
312,14,8.11,7.66
312,15,11.11,15.41
312,16,12.84,15.92
312,17,15.11,17.38
312,18,37.74,57.62
312,19,27.05,34.84
312,20,31.74,67.85
312,21,24.16,40.53
312,22,25.63,30.69
312,23,30.63,46.80
312,24,27.63,34.22
313,1,0.15,0.36
313,2,0.18,0.39
313,3,0.24,0.43
313,4,0.41,0.50
313,5,0.56,0.50
313,6,0.76,0.43
313,7,9.26,42.66
313,8,11.65,47.93
313,9,24.12,121.18
313,10,12.53,47.33
313,11,12.71,49.01
313,12,14.79,51.08
313,13,15.26,59.23
313,14,15.97,54.47
313,15,17.82,46.54
313,16,20.79,51.24
313,17,24.44,54.08
313,18,27.50,55.44
313,19,31.35,54.70
313,20,32.53,50.69
313,21,31.50,48.32
313,22,31.47,49.50
313,23,17.09,16.43
313,24,36.68,56.80
314,1,0.09,0.30
314,2,0.31,0.47
314,3,0.50,0.51
314,4,0.59,0.50
314,5,0.50,0.51
314,6,0.66,0.48
314,7,2.09,5.81
314,8,2.56,5.54
314,9,2.47,2.45
314,10,4.03,5.10
314,11,7.53,10.27
314,12,8.28,14.66
314,13,8.47,14.77
314,14,9.09,12.61
314,15,5.88,9.95
314,16,10.88,12.77
314,17,12.94,23.25
314,18,19.19,28.04
314,19,33.03,70.05
314,20,30.38,36.76
314,21,34.09,45.42
314,22,23.94,26.19
314,23,29.22,27.30
314,24,27.34,36.15
315,1,0.03,0.19
315,2,0.03,0.19
315,3,0.21,0.41
315,4,0.17,0.38
315,5,0.10,0.31
315,6,0.14,0.35
315,7,0.34,0.48
315,8,0.41,0.50
315,9,2.62,6.08
315,10,3.97,6.21
315,11,4.00,3.23
315,12,4.93,4.93
315,13,8.45,16.79
315,14,6.48,7.75
315,15,8.28,8.06
315,16,13.24,16.62
315,17,14.03,14.51
315,18,15.62,22.45
315,19,29.66,37.42
315,20,44.69,56.83
315,21,48.41,57.70
315,22,74.86,77.21
315,23,90.66,90.99
315,24,106.31,157.38
316,1,0.00,0.00
316,2,0.00,0.00
316,3,0.09,0.29
316,4,0.17,0.39
316,5,0.22,0.42
316,6,0.30,0.47
316,7,0.22,0.52
316,8,0.57,1.24
316,9,0.52,0.90
316,10,2.39,2.79
316,11,2.96,4.38
316,12,4.26,7.96
316,13,7.00,10.41
316,14,3.26,6.38
316,15,2.70,2.80
316,16,3.04,3.05
316,17,5.43,4.42
316,18,11.74,14.68
316,19,12.65,26.16
316,20,33.30,40.41
316,21,40.65,81.86
316,22,22.87,24.65
316,23,31.96,39.56
316,24,55.65,62.99
317,1,0.00,0.00
317,2,0.00,0.00
317,3,0.04,0.19
317,4,0.04,0.19
317,5,0.04,0.19
317,6,0.04,0.19
317,7,0.04,0.19
317,8,0.30,1.17
317,9,0.26,0.98
317,10,2.74,3.41
317,11,3.04,4.75
317,12,2.89,3.94
317,13,3.11,3.47
317,14,5.67,10.97
317,15,4.00,7.67
317,16,4.04,5.93
317,17,5.63,8.31
317,18,9.63,14.49
317,19,8.63,10.50
317,20,5.26,5.13
317,21,8.15,11.60
317,22,16.19,40.77
317,23,13.67,18.63
317,24,28.74,44.58
318,1,0.00,0.00
318,2,0.00,0.00
318,3,0.04,0.19
318,4,0.04,0.19
318,5,0.04,0.19
318,6,0.04,0.19
318,7,0.04,0.19
318,8,0.30,1.17
318,9,0.26,0.98
318,10,2.78,3.41
318,11,3.04,4.75
318,12,3.00,3.89
318,13,3.11,3.47
318,14,5.70,10.95
318,15,4.11,7.63
318,16,4.26,5.88
318,17,5.67,8.29
318,18,9.74,14.44
318,19,8.48,10.58
318,20,4.74,4.80
318,21,8.41,11.52
318,22,16.33,40.72
318,23,14.78,18.68
318,24,28.85,44.52
319,1,0.05,0.23
319,2,0.11,0.31
319,3,0.32,0.47
319,4,0.45,0.50
319,5,0.46,0.58
319,6,0.53,0.60
319,7,2.50,5.12
319,8,2.69,5.57
319,9,3.43,4.49
319,10,5.74,8.10
319,11,4.43,6.24
319,12,5.68,5.91
319,13,7.46,8.85
319,14,7.76,10.72
319,15,7.34,9.79
319,16,9.64,14.90
319,17,18.38,31.19
319,18,26.05,34.49
319,19,39.05,58.02
319,20,46.92,57.38
319,21,62.14,80.59
319,22,63.08,91.66
319,23,69.16,100.99
319,24,74.53,98.06
320,1,0.00,0.00
320,2,0.14,0.35
320,3,0.19,0.40
320,4,0.08,0.28
320,5,0.16,0.37
320,6,0.43,0.50
320,7,0.73,0.45
320,8,0.84,0.37
320,9,0.97,0.16
320,10,1.05,0.91
320,11,1.00,0.00
320,12,1.00,0.00
320,13,1.00,0.00
320,14,0.97,0.16
320,15,1.00,0.00
320,16,9.92,11.63
320,17,18.73,25.41
320,18,42.11,55.04
320,19,72.14,97.11
320,20,91.76,100.74
320,21,105.30,86.26
320,22,91.84,82.79
320,23,58.24,46.51
320,24,54.97,52.99
321,1,0.07,0.25
321,2,0.11,0.31
321,3,0.32,0.47
321,4,0.45,0.50
321,5,0.46,0.58
321,6,0.53,0.60
321,7,2.53,5.13
321,8,2.81,5.74
321,9,3.45,4.48
321,10,5.81,8.17
321,11,4.51,6.44
321,12,5.61,5.78
321,13,7.85,9.98
321,14,7.53,10.30
321,15,8.11,15.37
321,16,9.51,14.30
321,17,17.49,28.07
321,18,25.34,32.66
321,19,38.82,57.81
321,20,46.34,56.34
321,21,61.58,80.44
321,22,62.59,91.33
321,23,69.46,101.05
321,24,74.09,97.79
322,1,0.07,0.25
322,2,0.12,0.33
322,3,0.32,0.47
322,4,0.45,0.50
322,5,0.47,0.58
322,6,0.54,0.60
322,7,2.57,5.12
322,8,2.88,5.74
322,9,3.27,4.35
322,10,5.95,8.19
322,11,4.72,6.59
322,12,5.82,5.98
322,13,7.91,10.04
322,14,7.85,10.78
322,15,8.97,16.91
322,16,10.61,16.82
322,17,19.53,32.13
322,18,26.62,35.10
322,19,39.54,58.24
322,20,48.00,58.09
322,21,61.73,80.51
322,22,63.11,91.67
322,23,69.73,101.04
322,24,75.41,98.16
323,1,0.18,0.39
323,2,0.21,0.41
323,3,0.24,0.43
323,4,0.44,0.50
323,5,0.59,0.50
323,6,0.76,0.43
323,7,9.79,42.65
323,8,12.26,47.93
323,9,24.26,121.16
323,10,12.62,47.32
323,11,13.03,48.97
323,12,15.32,51.03
323,13,15.50,59.19
323,14,16.12,54.45
323,15,17.82,46.54
323,16,21.12,51.17
323,17,25.03,54.01
323,18,28.00,55.37
323,19,31.53,54.68
323,20,32.29,50.69
323,21,31.62,48.31
323,22,31.74,49.46
323,23,16.94,16.44
323,24,37.06,56.74
324,1,0.00,0.00
324,2,0.00,0.00
324,3,0.09,0.29
324,4,0.17,0.39
324,5,0.17,0.39
324,6,0.35,0.49
324,7,0.26,0.54
324,8,1.43,4.23
324,9,0.52,0.90
324,10,3.13,4.27
324,11,3.00,4.37
324,12,4.13,8.00
324,13,7.04,10.39
324,14,3.17,6.38
324,15,2.65,2.84
324,16,3.13,3.02
324,17,6.09,5.48
324,18,10.96,14.53
324,19,12.65,26.16
324,20,33.30,40.41
324,21,28.35,62.22
324,22,23.78,24.19
324,23,32.00,39.55
324,24,53.09,63.24
325,1,0.00,0.00
325,2,0.00,0.00
325,3,0.27,0.45
325,4,0.06,0.24
325,5,0.09,0.29
325,6,0.00,0.00
325,7,0.15,0.71
325,8,0.15,0.57
325,9,0.12,0.42
325,10,2.42,5.09
325,11,6.76,7.73
325,12,5.33,8.21
325,13,8.18,20.51
325,14,5.21,6.08
325,15,9.88,35.35
325,16,24.64,135.10
325,17,12.64,71.34
325,18,125.82,149.30
325,19,131.67,159.19
325,20,134.15,115.14
325,21,140.67,115.35
325,22,314.76,291.12
325,23,26.85,73.45
325,24,35.97,92.85
326,1,0.00,0.00
326,2,0.00,0.00
326,3,0.09,0.29
326,4,0.17,0.39
326,5,0.22,0.42
326,6,0.35,0.49
326,7,0.22,0.52
326,8,1.43,4.23
326,9,0.57,0.90
326,10,3.17,4.24
326,11,3.04,4.34
326,12,4.26,7.96
326,13,7.09,10.36
326,14,3.35,6.34
326,15,2.65,2.84
326,16,3.13,3.02
326,17,6.30,5.37
326,18,11.87,14.60
326,19,12.70,26.14
326,20,33.87,40.23
326,21,40.57,81.90
326,22,23.70,24.27
326,23,32.43,39.36
326,24,54.65,63.40
327,1,0.00,0.00
327,2,0.00,0.00
327,3,0.27,0.45
327,4,0.06,0.24
327,5,0.12,0.33
327,6,0.00,0.00
327,7,0.18,0.73
327,8,0.18,0.58
327,9,0.12,0.42
327,10,2.42,5.09
327,11,7.03,7.71
327,12,5.39,8.20
327,13,8.42,20.47
327,14,5.18,6.10
327,15,9.82,35.37
327,16,24.64,135.10
327,17,12.64,71.34
327,18,115.39,145.55
327,19,129.36,160.20
327,20,129.76,109.68
327,21,133.30,104.18
327,22,301.64,285.80
327,23,26.85,73.45
327,24,35.97,92.85
328,1,0.00,0.00
328,2,0.00,0.00
328,3,0.00,0.00
328,4,0.14,0.38
328,5,0.00,0.00
328,6,0.00,0.00
328,7,0.29,0.76
328,8,0.14,0.38
328,9,1.57,2.94
328,10,2.29,1.80
328,11,5.14,6.36
328,12,9.14,11.94
328,13,8.00,15.99
328,14,5.14,6.23
328,15,3.29,4.82
328,16,3.86,3.34
328,17,2.14,1.77
328,18,34.86,37.10
328,19,12.71,12.84
328,20,30.57,33.60
328,21,18.86,21.29
328,22,22.43,30.20
328,23,35.86,48.97
328,24,60.71,54.44
329,1,0.07,0.25
329,2,0.12,0.33
329,3,0.34,0.48
329,4,0.46,0.50
329,5,0.46,0.58
329,6,0.54,0.60
329,7,2.55,5.13
329,8,2.88,5.74
329,9,3.41,4.50
329,10,5.93,8.20
329,11,4.70,6.60
329,12,5.80,5.98
329,13,8.11,10.05
329,14,7.95,10.77
329,15,8.96,16.91
329,16,10.65,16.81
329,17,19.49,32.15
329,18,27.16,35.02
329,19,39.80,58.23
329,20,47.72,58.05
329,21,62.19,80.59
329,22,64.00,91.74
329,23,69.89,101.01
329,24,75.03,98.19
330,1,0.20,0.41
330,2,0.31,0.47
330,3,0.54,0.51
330,4,0.54,0.51
330,5,0.54,0.51
330,6,23.40,102.02
330,7,23.17,92.42
330,8,33.89,124.80
330,9,46.40,158.75
330,10,76.03,274.11
330,11,84.11,265.52
330,12,78.49,232.90
330,13,99.71,274.77
330,14,111.31,287.52
330,15,184.29,470.96
330,16,201.86,472.36
330,17,232.26,553.64
330,18,237.86,548.92
330,19,264.09,591.44
330,20,273.34,509.12
330,21,364.69,557.82
330,22,367.94,578.52
330,23,412.34,597.63
330,24,462.51,712.56
331,1,0.00,0.00
331,2,0.14,0.35
331,3,0.19,0.40
331,4,0.08,0.28
331,5,0.16,0.37
331,6,0.46,0.51
331,7,0.70,0.46
331,8,0.84,0.37
331,9,0.97,0.16
331,10,1.08,0.89
331,11,1.00,0.00
331,12,1.00,0.00
331,13,1.00,0.00
331,14,0.97,0.16
331,15,1.00,0.00
331,16,10.49,12.28
331,17,19.14,25.60
331,18,45.08,57.08
331,19,75.05,97.30
331,20,92.68,100.90
331,21,105.14,86.28
331,22,94.32,82.76
331,23,59.32,46.61
331,24,53.59,52.34
332,1,0.07,0.25
332,2,0.12,0.33
332,3,0.34,0.48
332,4,0.46,0.50
332,5,0.47,0.58
332,6,0.54,0.60
332,7,2.55,5.13
332,8,2.88,5.74
332,9,3.42,4.49
332,10,5.85,8.19
332,11,4.72,6.59
332,12,5.81,5.98
332,13,8.08,10.07
332,14,7.91,10.78
332,15,8.97,16.91
332,16,10.46,16.82
332,17,18.78,31.88
332,18,26.66,35.11
332,19,38.91,57.89
332,20,47.09,57.60
332,21,59.92,78.24
332,22,60.32,87.08
332,23,65.58,94.91
332,24,71.23,92.19
333,1,0.00,0.00
333,2,0.00,0.00
333,3,0.09,0.29
333,4,0.17,0.39
333,5,0.22,0.42
333,6,0.35,0.49
333,7,0.26,0.54
333,8,1.43,4.23
333,9,0.57,0.90
333,10,2.87,4.20
333,11,3.00,4.37
333,12,3.83,7.90
333,13,6.26,10.12
333,14,3.30,6.36
333,15,2.48,2.81
333,16,3.17,2.98
333,17,6.00,5.47
333,18,11.57,14.73
333,19,12.74,26.12
333,20,33.74,40.29
333,21,40.09,82.09
333,22,23.70,24.27
333,23,32.43,39.36
333,24,56.00,62.75
334,1,0.02,0.14
334,2,0.12,0.33
334,3,0.12,0.33
334,4,0.39,0.49
334,5,0.39,0.53
334,6,0.31,0.68
334,7,2.35,5.51
334,8,2.63,8.12
334,9,4.61,12.18
334,10,4.94,12.88
334,11,5.65,13.82
334,12,5.22,9.18
334,13,4.33,11.65
334,14,3.57,6.62
334,15,3.86,7.50
334,16,6.86,13.54
334,17,10.98,21.75
334,18,13.73,25.32
334,19,14.20,28.26
334,20,16.88,31.41
334,21,18.14,31.77
334,22,20.65,32.68
334,23,24.14,38.28
334,24,27.96,45.37
335,1,0.25,0.45
335,2,0.42,0.51
335,3,0.83,0.39
335,4,0.83,0.39
335,5,0.67,0.49
335,6,0.92,0.29
335,7,0.92,0.29
335,8,5.17,4.88
335,9,4.25,3.17
335,10,9.67,8.51
335,11,6.92,8.94
335,12,12.42,10.23
335,13,14.58,14.44
335,14,31.42,29.63
335,15,55.83,44.81
335,16,58.08,42.46
335,17,142.25,95.78
335,18,312.42,251.80
335,19,596.42,349.84
335,20,689.58,363.92
335,21,789.92,338.20
335,22,676.92,243.81
335,23,796.42,323.26
335,24,826.08,212.66
336,1,0.14,0.36
336,2,0.29,0.46
336,3,0.43,0.51
336,4,0.71,0.46
336,5,0.43,0.51
336,6,0.38,0.50
336,7,7.95,13.38
336,8,6.43,8.82
336,9,2.00,3.00
336,10,1.14,1.65
336,11,2.57,2.62
336,12,1.67,1.62
336,13,4.62,6.03
336,14,6.90,10.49
336,15,6.19,6.17
336,16,8.43,15.40
336,17,11.57,19.67
336,18,16.62,21.98
336,19,22.67,31.62
336,20,40.71,45.51
336,21,45.14,49.42
336,22,44.95,47.13
336,23,61.33,81.22
336,24,69.29,61.15
337,1,0.19,0.40
337,2,0.19,0.40
337,3,0.52,0.51
337,4,0.57,0.51
337,5,0.52,0.51
337,6,0.33,0.48
337,7,1.05,2.09
337,8,1.48,1.44
337,9,1.67,1.24
337,10,2.14,2.71
337,11,4.71,7.43
337,12,8.38,9.30
337,13,8.62,18.50
337,14,15.57,24.18
337,15,20.57,42.31
337,16,21.76,40.89
337,17,21.62,28.12
337,18,30.57,33.73
337,19,34.14,47.40
337,20,35.43,42.15
337,21,40.19,39.84
337,22,35.76,30.70
337,23,51.24,36.61
337,24,61.33,44.37
338,1,0.02,0.14
338,2,0.10,0.30
338,3,0.12,0.33
338,4,0.37,0.49
338,5,0.39,0.53
338,6,0.31,0.68
338,7,2.33,5.52
338,8,2.55,8.11
338,9,4.37,12.15
338,10,4.92,12.89
338,11,5.63,13.83
338,12,5.08,9.16
338,13,4.31,11.66
338,14,3.45,6.59
338,15,3.65,7.39
338,16,6.37,13.21
338,17,9.86,20.73
338,18,12.76,24.80
338,19,13.65,28.24
338,20,15.94,31.06
338,21,17.47,31.77
338,22,19.12,30.96
338,23,21.14,33.16
338,24,24.98,40.74
339,1,0.03,0.16
339,2,0.07,0.27
339,3,0.28,0.45
339,4,0.30,0.46
339,5,0.38,0.49
339,6,0.33,0.47
339,7,0.35,0.48
339,8,0.40,0.50
339,9,0.53,0.51
339,10,0.70,0.46
339,11,0.70,0.46
339,12,0.68,0.47
339,13,0.72,0.45
339,14,0.70,0.46
339,15,0.75,0.44
339,16,0.75,0.44
339,17,0.75,0.44
339,18,0.75,0.49
339,19,126.80,320.47
339,20,129.30,291.13
339,21,179.45,421.03
339,22,220.45,555.23
339,23,189.57,467.31
339,24,208.10,467.14
340,1,0.03,0.16
340,2,0.07,0.27
340,3,0.28,0.45
340,4,0.30,0.46
340,5,0.38,0.49
340,6,0.33,0.47
340,7,0.35,0.48
340,8,0.40,0.50
340,9,0.53,0.51
340,10,0.70,0.46
340,11,0.70,0.46
340,12,0.68,0.47
340,13,0.72,0.45
340,14,0.70,0.46
340,15,0.75,0.44
340,16,0.75,0.44
340,17,0.75,0.44
340,18,0.75,0.49
340,19,126.80,320.47
340,20,129.30,291.13
340,21,179.45,421.03
340,22,220.45,555.23
340,23,189.57,467.31
340,24,208.10,467.14
341,1,0.00,0.00
341,2,0.00,0.00
341,3,0.30,0.47
341,4,0.03,0.17
341,5,0.12,0.33
341,6,0.00,0.00
341,7,0.18,0.73
341,8,0.18,0.58
341,9,0.12,0.42
341,10,2.36,5.10
341,11,6.48,7.40
341,12,5.36,8.21
341,13,8.36,20.49
341,14,4.79,5.93
341,15,9.88,35.35
341,16,24.64,135.10
341,17,12.64,71.34
341,18,111.82,138.03
341,19,126.97,160.03
341,20,136.79,115.52
341,21,140.61,115.33
341,22,309.42,291.48
341,23,26.85,73.45
341,24,31.88,91.31
342,1,0.09,0.30
342,2,0.00,0.00
342,3,0.27,0.47
342,4,0.36,0.50
342,5,0.27,0.47
342,6,0.00,0.00
342,7,0.00,0.00
342,8,0.45,0.52
342,9,0.82,1.08
342,10,2.00,2.14
342,11,1.82,1.83
342,12,2.09,1.97
342,13,1.55,1.51
342,14,1.45,1.13
342,15,2.27,2.15
342,16,2.36,2.11
342,17,1.82,1.25
342,18,3.73,4.58
342,19,4.18,4.79
342,20,5.36,3.53
342,21,9.73,13.37
342,22,8.82,7.24
342,23,8.18,15.01
342,24,12.36,15.44
343,1,0.07,0.25
343,2,0.12,0.33
343,3,0.34,0.48
343,4,0.46,0.50
343,5,0.47,0.58
343,6,0.54,0.60
343,7,2.57,5.12
343,8,2.88,5.74
343,9,3.43,4.49
343,10,5.95,8.19
343,11,4.72,6.59
343,12,5.85,5.96
343,13,7.88,10.01
343,14,7.99,10.75
343,15,9.03,16.89
343,16,10.64,16.81
343,17,19.47,32.15
343,18,26.99,35.12
343,19,40.05,58.13
343,20,48.45,57.94
343,21,62.84,80.35
343,22,64.42,91.55
343,23,70.42,100.77
343,24,75.91,97.94
344,1,0.09,0.30
344,2,0.31,0.47
344,3,0.50,0.51
344,4,0.59,0.50
344,5,0.47,0.51
344,6,0.62,0.49
344,7,2.06,5.81
344,8,2.56,5.54
344,9,2.41,2.49
344,10,4.06,5.08
344,11,7.53,10.27
344,12,8.31,14.64
344,13,8.38,14.81
344,14,9.25,12.56
344,15,5.94,9.93
344,16,10.88,12.77
344,17,12.84,23.29
344,18,19.22,28.02
344,19,32.97,70.08
344,20,30.31,36.79
344,21,34.22,45.33
344,22,24.03,26.12
344,23,29.06,27.34
344,24,27.03,36.33
345,1,0.07,0.25
345,2,0.12,0.33
345,3,0.32,0.47
345,4,0.45,0.50
345,5,0.46,0.58
345,6,0.53,0.60
345,7,2.54,5.13
345,8,2.86,5.75
345,9,3.31,4.43
345,10,5.95,8.19
345,11,4.69,6.60
345,12,5.72,5.95
345,13,7.88,10.01
345,14,7.12,8.43
345,15,8.74,16.85
345,16,10.36,16.77
345,17,18.69,31.76
345,18,27.09,35.07
345,19,40.03,58.15
345,20,48.38,57.98
345,21,62.84,80.35
345,22,64.38,91.58
345,23,70.24,100.87
345,24,75.80,98.01
346,1,0.02,0.14
346,2,0.12,0.33
346,3,0.12,0.33
346,4,0.39,0.49
346,5,0.39,0.53
346,6,0.31,0.68
346,7,2.31,5.52
346,8,2.65,8.11
346,9,4.61,12.18
346,10,4.96,12.88
346,11,5.65,13.82
346,12,5.27,9.15
346,13,4.29,11.66
346,14,3.59,6.62
346,15,3.86,7.50
346,16,6.76,13.55
346,17,10.96,21.76
346,18,13.61,25.36
346,19,14.00,28.32
346,20,16.82,31.43
346,21,18.08,31.80
346,22,20.45,32.67
346,23,23.90,38.36
346,24,28.10,45.32
347,1,0.07,0.25
347,2,0.12,0.33
347,3,0.32,0.47
347,4,0.45,0.50
347,5,0.47,0.58
347,6,0.54,0.60
347,7,2.57,5.12
347,8,2.89,5.74
347,9,3.35,4.48
347,10,5.84,8.19
347,11,4.65,6.59
347,12,5.76,5.98
347,13,8.11,10.05
347,14,7.89,10.78
347,15,8.85,16.91
347,16,10.53,16.84
347,17,19.46,32.16
