districtid,timeid,statemean,statestdev
260,4,126.33,96.58
260,5,277.92,396.58
260,6,851.50,1054.55
260,7,256.50,238.38
261,1,0.14,0.58
261,2,4.72,10.91
261,3,61.17,84.70
261,4,175.55,210.70
261,5,854.34,1689.03
261,6,2467.10,2517.16
261,7,574.00,719.31
262,1,0.04,0.21
262,2,4.65,16.57
262,3,22.70,27.09
262,4,78.96,83.12
262,5,371.48,442.08
262,6,1277.35,1396.61
262,7,347.65,583.43
263,1,1.20,5.24
263,2,28.46,66.91
263,3,78.00,77.18
263,4,206.64,277.03
263,5,825.15,1037.25
263,6,1921.66,2615.22
263,7,391.31,548.67
264,1,2.06,4.64
264,2,127.06,520.09
264,3,363.85,1566.79
264,4,462.41,1567.69
264,5,845.56,1643.33
264,6,1021.35,1579.39
264,7,191.24,294.72
265,1,1.25,6.26
265,2,49.67,211.86
265,3,105.84,313.07
265,4,105.25,249.28
265,5,352.96,639.59
265,6,624.96,1042.82
265,7,153.69,250.28
266,1,0.00,0.00
266,2,0.43,0.79
266,3,19.71,16.86
266,4,148.43,166.39
266,5,456.29,311.90
266,6,879.29,830.36
266,7,365.29,418.61
267,1,0.04,0.19
267,2,1.15,5.20
267,3,16.78,18.00
267,4,87.26,93.42
267,5,233.15,496.12
267,6,814.22,1604.04
267,7,421.30,811.07
268,1,0.04,0.21
268,2,4.65,16.57
268,3,20.61,26.66
268,4,75.70,83.16
268,5,367.96,442.49
268,6,1208.17,1369.64
268,7,342.65,584.71
269,1,1.25,6.26
269,2,49.20,211.89
269,3,105.71,313.08
269,4,106.61,249.19
269,5,352.86,639.61
269,6,620.90,1043.75
269,7,152.63,250.49
270,1,3.16,6.62
270,2,59.41,142.74
270,3,536.78,2265.08
270,4,1814.89,7101.03
270,5,4171.35,6832.31
270,6,4900.86,6007.22
270,7,795.76,936.31
271,1,0.93,3.01
271,2,10.90,22.83
271,3,65.40,84.79
271,4,292.70,691.35
271,5,2628.18,7964.94
271,6,5276.80,11632.25
271,7,1135.42,2467.89
272,1,0.03,0.17
272,2,1.24,2.09
272,3,38.88,62.74
272,4,109.52,230.69
272,5,901.94,2340.98
272,6,1372.12,2516.94
272,7,188.91,640.55
273,1,0.14,0.58
273,2,4.72,10.91
273,3,61.62,84.49
273,4,174.31,211.50
273,5,848.17,1691.77
273,6,2425.10,2546.78
273,7,564.59,724.63
274,1,2.22,5.42
274,2,76.03,177.06
274,3,191.78,263.17
274,4,264.03,372.71
274,5,732.91,950.44
274,6,1206.19,1423.96
274,7,235.75,331.33
275,1,0.03,0.17
275,2,1.12,2.04
275,3,38.42,62.87
275,4,102.91,228.17
275,5,891.64,2343.72
275,6,1352.64,2522.98
275,7,188.91,640.55
276,1,7.80,24.40
276,2,289.60,1179.17
276,3,1628.83,5681.14
276,4,3032.06,8017.73
276,5,7002.31,15152.86
276,6,10436.54,16224.38
276,7,2568.60,3725.71
277,1,0.03,0.17
277,2,1.24,2.09
277,3,38.76,62.78
277,4,110.21,230.56
277,5,869.73,2344.26
277,6,1231.00,2440.02
277,7,167.12,634.16
278,1,0.03,0.17
278,2,1.24,2.09
278,3,39.06,62.66
278,4,109.55,230.68
278,5,903.52,2340.42
278,6,1378.36,2513.88
278,7,188.91,640.55
279,1,0.00,0.00
279,2,0.00,0.00
279,3,2.00,5.29
279,4,34.22,53.01
279,5,79.33,117.98
279,6,118.44,244.70
279,7,11.89,28.02
280,1,3.16,6.62
280,2,57.30,143.02
280,3,535.38,2265.40
280,4,1807.86,7102.67
280,5,4126.49,6850.09
280,6,4812.81,6048.36
280,7,784.30,941.40
281,1,1.25,6.26
281,2,50.12,211.78
281,3,106.80,312.87
281,4,107.49,248.92
281,5,356.96,638.03
281,6,628.47,1041.34
281,7,154.41,250.00
282,1,0.00,0.00
282,2,0.00,0.00
282,3,1.00,1.41
282,4,99.00,8.49
282,5,434.50,36.06
282,6,533.50,99.70
282,7,76.50,4.95
283,1,2.74,6.33
283,2,29.42,35.92
283,3,96.16,85.15
283,4,262.05,210.29
283,5,666.84,824.16
283,6,904.42,1034.01
283,7,235.47,366.27
284,1,0.04,0.21
284,2,4.74,16.55
284,3,22.74,27.06
284,4,80.39,82.08
284,5,379.17,438.72
284,6,1296.04,1389.05
284,7,350.74,582.10
285,1,2.12,5.43
285,2,76.31,176.95
285,3,182.06,262.53
285,4,281.03,376.29
285,5,745.09,945.29
285,6,1223.28,1417.71
285,7,236.25,331.15
286,1,0.04,0.19
286,2,1.15,5.20
286,3,16.52,18.15
286,4,81.59,93.61
286,5,214.33,493.66
286,6,732.52,1571.30
286,7,383.59,793.62
287,1,0.54,1.48
287,2,10.78,17.92
287,3,85.89,50.80
287,4,163.78,90.55
287,5,1080.95,1272.05
287,6,2203.38,1915.60
287,7,247.11,214.36
288,1,0.00,0.00
288,2,1.20,3.79
288,3,1.50,2.27
288,4,2.40,3.24
288,5,77.10,192.22
288,6,146.50,284.53
288,7,52.70,104.70
289,1,3.17,4.20
289,2,110.08,122.79
289,3,122.92,101.65
289,4,686.42,424.86
289,5,8880.83,3671.49
289,6,21235.83,5527.65
289,7,3854.92,1081.65
290,1,0.00,0.00
290,2,1.20,3.79
290,3,1.50,2.27
290,4,2.30,3.30
290,5,75.60,192.80
290,6,151.90,282.50
290,7,53.50,104.39
291,1,0.00,0.00
291,2,0.05,0.21
291,3,0.14,0.47
291,4,8.50,18.90
291,5,61.95,165.22
291,6,106.45,131.63
291,7,35.45,62.99
292,1,0.00,0.00
292,2,0.00,0.00
292,3,0.80,1.23
292,4,1.40,1.90
292,5,15.30,26.81
292,6,63.90,98.87
292,7,21.10,31.36
293,1,0.00,0.00
293,2,0.05,0.21
293,3,0.14,0.47
293,4,8.05,18.98
293,5,60.86,165.30
293,6,104.18,129.87
293,7,35.05,63.11
294,1,0.00,0.00
294,2,0.00,0.00
294,3,0.00,0.00
294,4,0.00,0.00
294,5,0.00,0.00
294,6,0.00,0.00
294,7,0.00,0.00
295,1,0.04,0.21
295,2,4.74,16.55
295,3,18.22,20.37
295,4,68.22,70.09
295,5,317.35,363.68
295,6,1094.83,1111.12
295,7,292.91,537.03
296,1,11.93,27.23
296,2,18.00,22.80
296,3,53.36,41.28
296,4,212.07,117.24
296,5,1253.93,959.84
296,6,3391.14,2825.19
296,7,603.79,451.88
297,1,2.62,6.00
297,2,58.19,143.05
297,3,536.92,2265.05
297,4,1814.57,7101.11
297,5,4174.41,6830.68
297,6,4847.76,6038.07
297,7,785.51,941.12
298,1,1.20,5.24
298,2,28.41,66.94
298,3,78.86,76.97
298,4,206.91,276.94
298,5,834.73,1034.65
298,6,1951.04,2612.10
298,7,394.74,547.87
299,1,1.20,5.24
299,2,28.43,66.92
299,3,78.58,77.12
299,4,205.04,277.16
299,5,832.03,1036.07
299,6,1939.73,2616.27
299,7,392.62,548.56
300,1,1.10,2.32
300,2,11.86,16.11
300,3,67.48,153.74
300,4,432.90,972.62
300,5,737.86,810.15
300,6,1227.29,772.28
300,7,409.62,275.45
301,1,1.90,4.28
301,2,20.05,26.37
301,3,82.24,71.40
301,4,155.29,190.92
301,5,493.57,590.06
301,6,1762.62,1778.69
301,7,344.62,307.91
302,1,1.20,5.24
302,2,28.46,66.91
302,3,78.76,77.03
302,4,206.62,277.04
302,5,833.34,1035.45
302,6,1947.55,2613.78
302,7,394.38,548.04
303,1,1.38,2.54
303,2,14.05,17.61
303,3,81.76,162.22
303,4,588.43,1159.83
303,5,962.38,1210.24
303,6,1389.43,971.13
303,7,445.86,292.83
304,1,1.90,4.28
304,2,20.24,26.24
304,3,82.24,71.40
304,4,154.43,191.40
304,5,491.57,591.08
304,6,1766.86,1776.31
304,7,355.19,301.98
305,1,1.20,5.24
305,2,28.46,66.91
305,3,78.55,77.13
305,4,207.22,276.82
305,5,832.69,1035.77
305,6,1947.68,2613.73
305,7,394.62,547.93
306,1,1.90,4.28
306,2,20.33,26.17
306,3,82.71,71.18
306,4,155.24,190.95
306,5,494.10,589.77
306,6,1773.86,1771.85
306,7,349.76,306.10
307,1,1.90,4.28
307,2,20.24,26.24
307,3,82.90,71.07
307,4,154.90,191.15
307,5,487.48,592.67
307,6,1734.95,1788.46
307,7,350.52,305.66
308,1,1.20,5.24
308,2,26.96,66.28
308,3,77.05,76.56
308,4,205.05,277.16
308,5,834.64,1034.71
308,6,1948.69,2613.27
308,7,392.99,548.49
309,1,0.93,3.01
309,2,11.00,22.81
309,3,65.58,84.72
309,4,296.65,690.92
309,5,2691.70,7963.43
309,6,5358.48,11634.30
309,7,1146.40,2468.03
310,1,7.80,24.40
310,2,290.31,1179.00
310,3,1631.11,5680.50
310,4,3058.43,8009.09
310,5,7052.71,15132.50
310,6,10558.86,16163.44
310,7,2602.60,3708.19
311,1,0.14,0.58
311,2,4.76,10.90
311,3,61.00,84.75
311,4,162.66,207.96
311,5,822.28,1695.63
311,6,2421.14,2548.45
311,7,571.48,721.11
312,1,2.74,6.33
312,2,28.68,36.40
312,3,95.47,85.86
312,4,262.68,209.67
312,5,660.16,827.65
312,6,858.79,1047.57
312,7,226.58,368.26
313,1,1.74,4.38
313,2,125.97,520.32
313,3,357.59,1567.78
313,4,451.53,1569.56
313,5,821.88,1649.36
313,6,999.68,1585.39
313,7,187.82,295.46
314,1,2.22,5.42
314,2,76.41,176.91
314,3,193.09,262.31
314,4,281.94,375.74
314,5,744.50,945.67
314,6,1223.38,1417.66
314,7,238.16,330.21
315,1,0.14,0.58
315,2,4.76,10.90
315,3,47.97,50.79
315,4,143.45,149.61
315,5,545.48,641.61
315,6,2212.45,2358.59
315,7,551.83,725.75
316,1,0.04,0.21
316,2,4.61,16.58
316,3,20.39,26.37
316,4,78.74,83.22
316,5,368.83,442.45
316,6,1286.04,1393.88
316,7,350.78,582.08
317,1,0.04,0.19
317,2,1.15,5.20
317,3,16.70,18.06
317,4,86.11,94.26
317,5,232.30,496.46
317,6,817.63,1602.76
317,7,424.81,810.08
318,1,0.04,0.19
318,2,1.15,5.20
318,3,16.78,18.00
318,4,87.44,93.25
318,5,233.33,496.04
318,6,824.07,1599.76
318,7,430.30,807.65
319,1,0.66,2.56
319,2,27.09,66.44
319,3,74.97,71.93
319,4,183.38,198.57
319,5,798.24,1008.13
319,6,1921.57,2615.18
319,7,386.82,547.25
320,1,0.51,1.48
320,2,10.78,17.92
320,3,86.62,50.53
320,4,163.49,90.68
320,5,1057.49,1265.02
320,6,2237.81,1933.39
320,7,251.00,215.47
321,1,1.12,5.21
321,2,27.73,66.93
321,3,75.65,73.95
321,4,190.95,246.17
321,5,792.53,994.73
321,6,1912.66,2611.14
321,7,386.91,547.30
322,1,1.20,5.24
322,2,28.38,66.94
322,3,77.66,77.06
322,4,205.55,277.19
322,5,826.47,1037.29
322,6,1935.68,2616.86
322,7,393.55,548.34
323,1,2.00,4.66
323,2,127.03,520.10
323,3,363.00,1566.98
323,4,461.79,1567.87
323,5,837.62,1646.72
323,6,1009.88,1583.90
323,7,191.15,294.76
324,1,0.04,0.21
324,2,4.70,16.57
324,3,22.13,27.37
324,4,77.39,83.54
324,5,362.35,441.69
324,6,1262.57,1398.12
324,7,334.52,584.49
325,1,0.03,0.17
325,2,1.09,1.99
325,3,38.33,62.88
325,4,111.39,230.19
325,5,899.03,2341.91
325,6,1369.12,2518.22
325,7,188.91,640.55
326,1,0.04,0.21
326,2,4.74,16.55
326,3,22.78,27.02
326,4,80.30,82.16
326,5,378.22,439.32
326,6,1288.04,1393.06
326,7,351.13,581.91
327,1,0.03,0.17
327,2,1.21,2.10
327,3,34.15,58.27
327,4,109.18,230.72
327,5,873.64,2344.69
327,6,1341.58,2524.06
327,7,188.91,640.55
328,1,0.00,0.00
328,2,0.14,0.38
328,3,39.71,61.62
328,4,136.14,171.59
328,5,420.43,298.72
328,6,847.29,841.89
328,7,381.43,413.77
329,1,1.20,5.24
329,2,28.43,66.92
329,3,78.42,77.17
329,4,206.96,276.92
329,5,830.31,1036.69
329,6,1933.82,2616.97
329,7,393.31,548.41
330,1,7.77,24.41
330,2,290.31,1179.00
330,3,1630.26,5680.74
330,4,3057.69,8009.37
330,5,7053.80,15132.00
330,6,10540.00,16175.08
330,7,2587.31,3717.50
331,1,0.51,1.48
331,2,10.46,17.92
331,3,85.68,50.81
331,4,163.05,90.80
331,5,1089.46,1270.41
331,6,2258.84,1932.43
331,7,250.84,215.48
332,1,1.20,5.24
332,2,28.43,66.92
332,3,78.19,77.19
332,4,204.77,277.11
332,5,813.55,1031.36
332,6,1862.50,2544.38
332,7,378.82,537.70
333,1,0.04,0.21
333,2,4.74,16.55
333,3,21.91,27.40
333,4,76.48,83.44
333,5,373.91,441.38
333,6,1293.96,1390.20
333,7,350.04,582.44
334,1,1.25,6.26
334,2,50.14,211.77
334,3,107.12,312.77
334,4,107.45,248.94
334,5,355.98,638.53
334,6,625.41,1042.67
334,7,154.49,249.96
335,1,2.75,3.79
335,2,90.08,112.02
335,3,119.75,99.54
335,4,691.67,427.58
335,5,9376.42,4607.16
335,6,22728.75,7538.91
335,7,4074.08,1287.80
336,1,1.90,4.28
336,2,20.14,26.31
336,3,78.57,70.64
336,4,153.43,191.85
336,5,488.86,592.20
336,6,1712.19,1789.07
336,7,342.86,308.08
337,1,0.90,1.61
337,2,12.00,16.42
337,3,48.14,70.65
337,4,375.43,718.09
337,5,795.10,1040.96
337,6,1282.76,922.88
337,7,402.00,257.06
338,1,1.22,6.27
338,2,50.10,211.78
338,3,104.88,313.11
338,4,102.84,248.48
338,5,320.22,601.35
338,6,570.67,984.21
338,7,137.37,226.00
339,1,0.93,3.01
339,2,11.10,22.77
339,3,66.33,84.26
339,4,300.18,689.72
339,5,2721.82,7955.26
339,6,5457.70,11604.31
339,7,1170.22,2461.27
340,1,0.93,3.01
340,2,11.10,22.77
340,3,66.33,84.26
340,4,300.18,689.72
340,5,2721.82,7955.26
340,6,5457.70,11604.31
340,7,1170.22,2461.27
341,1,0.03,0.17
341,2,1.21,2.10
341,3,38.30,62.88
341,4,110.67,230.44
341,5,882.97,2344.79
341,6,1356.30,2522.25
341,7,188.91,640.55
342,1,0.09,0.30
342,2,3.00,4.98
342,3,16.55,23.22
342,4,44.36,52.85
342,5,140.91,158.08
342,6,299.18,225.55
342,7,75.36,64.22
343,1,1.20,5.24
343,2,28.46,66.91
343,3,79.16,76.72
343,4,207.36,276.75
343,5,834.36,1034.88
343,6,1954.04,2610.37
343,7,396.08,547.12
344,1,2.22,5.42
344,2,76.06,177.05
344,3,192.69,262.60
344,4,282.41,375.43
344,5,745.47,945.05
344,6,1230.12,1413.23
344,7,239.16,329.57
345,1,1.20,5.24
345,2,28.11,66.99
345,3,77.59,77.02
345,4,201.70,275.14
345,5,829.22,1036.97
345,6,1952.28,2611.41
345,7,394.86,547.81
346,1,1.25,6.26
346,2,50.12,211.78
346,3,107.14,312.76
346,4,107.16,249.05
346,5,353.82,639.37
346,6,626.10,1042.41
346,7,153.90,250.21
347,1,1.20,5.24
347,2,28.43,66.92
347,3,78.59,77.11
347,4,205.91,277.18
347,5,825.95,1037.29
347,6,1939.03,2616.41
347,7,392.64,548.56
348,1,0.50,1.45
348,2,3.33,6.75
348,3,65.75,79.66
348,4,144.08,133.06
348,5,266.58,372.04
348,6,778.50,886.42
348,7,285.00,308.25
349,1,0.93,3.01
349,2,11.10,22.77
349,3,62.38,83.55
349,4,294.20,691.30
349,5,2678.38,7965.52
349,6,5309.77,11635.98
349,7,1127.97,2466.62
350,1,1.20,5.24
350,2,28.41,66.94
350,3,78.92,76.93
350,4,206.41,277.09
350,5,836.16,1033.69
350,6,1953.95,2610.43
350,7,395.74,547.33
351,1,0.93,3.01
351,2,11.10,22.77
351,3,65.97,84.51
351,4,297.55,690.68
351,5,2700.03,7961.66
351,6,5375.00,11631.78
351,7,1150.78,2467.51
352,1,0.04,0.21
352,2,4.61,16.58
352,3,19.83,25.41
352,4,75.43,83.02
352,5,365.26,442.32
352,6,1265.04,1398.14
352,7,344.30,584.40
353,1,7.80,24.40
353,2,289.89,1179.11
353,3,1628.29,5681.29
353,4,3055.86,8010.07
353,5,7050.51,15133.52
353,6,10546.34,16171.26
353,7,2600.51,3709.59
354,1,1.33,2.56
354,2,13.95,17.68
354,3,80.71,162.60
354,4,584.05,1161.57
354,5,938.57,1220.39
354,6,1353.19,985.39
354,7,430.95,298.38
355,1,0.12,0.35
355,2,0.00,0.00
355,3,0.00,0.00
355,4,19.12,15.36
355,5,31.00,64.73
355,6,75.00,127.84
355,7,6.38,12.60
356,1,0.03,0.17
356,2,1.24,2.09
356,3,37.64,62.82
356,4,105.58,229.99
356,5,891.21,2343.79
356,6,1362.48,2520.59
356,7,183.58,641.40
357,1,0.91,2.07
357,2,0.00,0.00
357,3,216.73,449.42
357,4,560.64,912.06
357,5,2237.86,4014.10
357,6,4015.68,4956.86
357,7,646.36,754.32
358,1,1.25,6.26
358,2,49.45,211.88
358,3,107.14,312.76
358,4,107.61,248.88
358,5,353.98,639.32
358,6,623.80,1043.17
358,7,153.75,250.26
359,1,1.62,4.19
359,2,20.10,26.34
359,3,79.71,71.35
359,4,154.62,191.30
359,5,485.57,593.18
359,6,1753.90,1782.84
359,7,344.67,307.91
360,1,0.95,2.06
360,2,0.00,0.00
360,3,186.59,419.11
360,4,517.59,879.32
360,5,2116.86,3964.86
360,6,3949.91,4943.13
360,7,649.00,754.42
361,1,0.28,0.81
361,2,12.50,17.74
361,3,4.69,14.66
361,4,76.50,187.90
361,5,633.78,860.74
361,6,1545.91,1095.13
361,7,362.00,239.06
362,1,12.71,27.08
362,2,16.93,23.10
362,3,54.50,40.16
362,4,221.21,110.62
362,5,1319.71,949.80
362,6,3630.71,2742.53
362,7,661.29,435.97
363,1,0.00,0.00
363,2,0.00,0.00
363,3,2.60,5.59
363,4,76.07,52.70
363,5,85.87,78.00
363,6,211.40,394.91
363,7,35.27,58.56
364,1,0.00,0.00
364,2,0.07,0.26
364,3,2.00,4.69
364,4,73.33,53.86
364,5,75.13,67.23
364,6,167.80,319.97
364,7,24.33,29.11
365,1,0.39,1.40
365,2,21.88,73.44
365,3,67.96,157.54
365,4,83.71,191.54
365,5,305.76,551.82
365,6,519.51,755.38
365,7,129.25,186.55
366,1,1.10,6.19
366,2,48.63,211.85
366,3,104.18,313.04
366,4,104.49,249.16
366,5,341.61,636.79
366,6,573.45,991.14
366,7,142.78,240.92
367,1,0.14,0.58
367,2,4.76,10.90
367,3,59.90,84.87
367,4,168.48,212.24
367,5,841.41,1693.97
367,6,2431.66,2543.60
367,7,562.66,725.25
368,1,2.94,15.00
368,2,27.31,83.94
368,3,33.03,161.24
368,4,422.41,1953.81
368,5,1442.50,4577.17
368,6,1892.34,2270.18
368,7,405.84,355.21
369,1,1.69,4.71
369,2,48.66,97.17
369,3,159.41,207.75
369,4,241.97,325.68
369,5,684.34,917.47
369,6,1069.06,1204.06
369,7,189.22,215.80
370,1,2.22,5.42
370,2,75.31,177.28
370,3,192.06,263.00
370,4,282.34,375.48
370,5,747.50,943.64
370,6,1230.56,1412.90
370,7,237.22,330.72
371,1,0.14,0.58
371,2,3.52,9.12
371,3,54.21,78.11
371,4,167.97,212.07
371,5,830.45,1695.74
371,6,2383.10,2554.70
371,7,556.10,726.15
372,1,1.67,4.23
372,2,16.76,23.30
372,3,77.48,69.55
372,4,133.90,175.75
372,5,430.48,544.95
372,6,1603.48,1697.35
372,7,303.14,243.17
373,1,1.20,5.24
373,2,28.42,66.93
373,3,78.70,77.06
373,4,206.39,277.10
373,5,834.31,1034.91
373,6,1946.69,2614.15
373,7,394.31,548.06
374,1,7.77,24.41
374,2,289.20,1179.26
374,3,1615.66,5684.19
374,4,2979.34,8025.37
374,5,6846.77,15176.47
374,6,10099.20,16215.03
374,7,2512.14,3729.33
375,1,7.80,24.40
375,2,290.26,1179.01
375,3,1628.60,5681.21
375,4,3047.11,8013.19
375,5,7018.86,15146.87
375,6,10504.97,16194.53
375,7,2589.83,3716.13
376,1,2.22,5.42
376,2,76.41,176.91
376,3,188.22,264.35
376,4,279.16,377.18
376,5,724.44,950.88
376,6,1229.41,1413.75
376,7,239.16,329.57
377,1,0.95,2.06
377,2,0.00,0.00
377,3,229.41,447.18
377,4,577.73,911.26
377,5,2303.09,4004.01
377,6,4105.14,4941.72
377,7,654.50,753.90
378,1,2.37,6.27
378,2,28.53,36.46
378,3,90.63,87.57
378,4,254.68,214.55
378,5,638.95,831.13
378,6,795.84,996.03
378,7,154.16,152.13
379,1,2.06,4.64
379,2,127.06,520.09
379,3,362.68,1567.04
379,4,457.94,1568.79
379,5,831.35,1648.42
379,6,970.26,1576.40
379,7,175.62,286.35
380,1,0.04,0.21
380,2,4.65,16.57
380,3,22.83,26.98
380,4,79.52,82.79
380,5,381.17,437.28
380,6,1304.43,1383.58
380,7,350.83,582.06
381,1,0.54,1.48
381,2,10.92,17.86
381,3,87.03,50.19
381,4,165.95,88.44
381,5,1087.70,1270.93
381,6,2286.86,1917.19
381,7,253.81,214.57
382,1,2.94,15.00
382,2,27.31,83.94
382,3,33.19,161.21
382,4,420.34,1954.22
382,5,1441.94,4577.32
382,6,1915.28,2264.27
382,7,412.88,353.64
383,1,0.04,0.19
383,2,1.15,5.20
383,3,16.33,18.20
383,4,79.33,90.86
383,5,226.41,497.62
383,6,800.00,1607.09
383,7,413.59,811.69
384,1,0.04,0.19
384,2,1.15,5.20
384,3,15.70,17.92
384,4,81.63,93.64
384,5,233.00,496.18
384,6,816.41,1603.24
384,7,426.52,809.44
385,1,1.19,5.24
385,2,28.36,66.95
385,3,76.89,76.36
385,4,203.57,276.65
385,5,818.65,1035.17
385,6,1935.12,2616.90
385,7,393.23,548.43
386,1,2.94,15.00
386,2,27.31,83.94
386,3,33.22,161.21
386,4,422.56,1953.77
386,5,1441.66,4577.40
386,6,1930.59,2255.90
386,7,416.69,350.78
387,1,0.54,1.48
387,2,10.81,17.91
387,3,83.95,49.53
387,4,164.46,90.12
387,5,1091.14,1269.83
387,6,2267.54,1929.41
387,7,253.54,214.72
388,1,1.25,6.26
388,2,50.14,211.77
388,3,106.92,312.83
388,4,107.63,248.87
388,5,354.78,639.04
388,6,620.59,1043.78
388,7,153.27,250.39
389,1,1.38,2.54
389,2,12.95,17.68
389,3,78.95,162.89
389,4,585.38,1161.08
389,5,945.71,1218.48
389,6,1399.24,961.82
389,7,446.05,292.64
390,1,2.22,5.42
390,2,75.16,177.32
390,3,186.28,264.31
390,4,279.97,376.83
390,5,744.41,945.73
390,6,1208.84,1423.45
390,7,228.72,331.19
391,1,1.20,5.24
391,2,28.41,66.94
391,3,78.80,77.01
391,4,206.23,277.13
391,5,809.28,1026.68
391,6,1929.72,2616.86
391,7,392.11,548.63
392,1,0.95,2.06
392,2,0.00,0.00
392,3,229.50,447.13
392,4,592.59,904.25
392,5,2346.36,3983.12
392,6,4198.00,4884.37
392,7,677.05,741.59
393,1,0.14,0.58
393,2,4.72,10.91
393,3,62.03,84.24
393,4,173.10,212.07
393,5,848.48,1691.65
393,6,2438.21,2539.90
393,7,564.21,724.77
394,1,1.97,5.33
394,2,75.34,177.27
394,3,190.50,263.78
394,4,276.22,377.93
394,5,742.12,947.04
394,6,1224.00,1417.29
394,7,236.47,331.06
395,1,1.38,2.54
395,2,14.00,17.65
395,3,81.24,162.43
395,4,589.29,1159.44
395,5,963.86,1209.25
395,6,1402.67,958.00
395,7,445.14,293.50
396,1,0.00,0.00
396,2,0.07,0.26
396,3,2.93,5.57
396,4,78.07,50.24
396,5,83.07,77.82
396,6,239.80,394.71
396,7,38.53,58.35
397,1,2.00,5.36
397,2,60.69,159.25
397,3,161.41,216.43
397,4,243.97,332.29
397,5,623.16,731.70
397,6,1072.25,1215.62
397,7,208.94,302.27
398,1,2.94,15.00
398,2,26.16,84.01
398,3,33.22,161.21
398,4,422.59,1953.77
398,5,1441.09,4577.55
398,6,1899.09,2269.26
398,7,414.56,352.55
399,1,0.03,0.17
399,2,1.00,1.71
399,3,38.67,62.81
399,4,108.24,230.72
399,5,864.21,2343.26
399,6,1281.82,2500.38
399,7,188.91,640.55
400,1,2.06,4.64
400,2,127.06,520.09
400,3,363.35,1566.90
400,4,460.62,1568.19
400,5,823.68,1649.33
400,6,1001.38,1585.31
400,7,189.12,295.35
401,1,0.93,3.01
401,2,11.10,22.77
401,3,66.33,84.26
401,4,300.18,689.72
401,5,2721.82,7955.26
401,6,5457.70,11604.31
401,7,1170.22,2461.27
402,1,12.86,27.01
402,2,18.29,22.58
402,3,55.14,39.29
402,4,226.64,100.31
402,5,1369.07,892.15
402,6,3698.00,2656.82
402,7,669.57,423.36
403,1,0.93,3.01
403,2,11.10,22.77
403,3,66.33,84.26
403,4,300.18,689.72
403,5,2721.82,7955.26
403,6,5457.70,11604.31
403,7,1170.22,2461.27
404,1,0.04,0.19
404,2,1.15,5.20
404,3,16.19,18.19
404,4,84.26,94.75
404,5,230.70,496.97
404,6,817.44,1602.83
404,7,424.70,810.12
405,1,0.54,1.48
405,2,10.43,17.91
405,3,86.51,50.59
405,4,164.30,90.24
405,5,1099.54,1265.58
405,6,2285.86,1918.01
405,7,254.97,213.77
406,1,1.38,2.54
406,2,14.00,17.65
406,3,81.67,162.26
406,4,589.05,1159.55
406,5,965.19,1208.32
406,6,1380.00,977.85
406,7,439.76,297.21
407,1,0.00,0.00
407,2,0.07,0.26
407,3,2.93,5.57
407,4,72.47,53.73
407,5,86.20,77.90
407,6,236.93,396.32
407,7,38.67,58.28
408,1,0.90,3.01
408,2,9.93,22.07
408,3,60.60,80.62
408,4,271.32,677.11
408,5,2624.97,7964.45
408,6,5297.65,11635.06
408,7,1144.40,2468.16
409,1,0.14,0.58
409,2,4.69,10.93
409,3,61.62,84.49
409,4,174.66,211.30
409,5,850.93,1690.63
409,6,2432.17,2543.33
409,7,567.76,723.27
410,1,0.95,2.06
410,2,0.00,0.00
410,3,229.77,446.99
410,4,591.14,905.19
410,5,2345.09,3983.90
410,6,4191.32,4889.94
410,7,675.59,742.89
411,1,3.16,6.62
411,2,59.19,142.83
411,3,530.43,2266.26
411,4,1800.68,7104.06
411,5,4111.49,6853.47
411,6,4850.86,6036.77
411,7,781.59,941.80
412,1,2.94,15.00
412,2,27.06,84.00
412,3,33.22,161.21
412,4,421.84,1953.93
412,5,1432.94,4579.50
412,6,1900.38,2269.01
412,7,409.03,355.09
413,1,0.00,0.00
413,2,0.07,0.26
413,3,2.93,5.57
413,4,72.87,53.82
413,5,86.53,77.79
413,6,239.13,395.11
413,7,39.13,57.98
414,1,0.00,0.00
414,2,0.05,0.21
414,3,0.14,0.47
414,4,8.50,18.90
414,5,63.59,164.76
414,6,114.41,130.30
414,7,36.05,62.71
415,1,0.03,0.17
415,2,1.21,2.10
415,3,37.15,62.61
415,4,107.67,230.65
415,5,874.79,2344.77
415,6,1290.33,2506.82
415,7,177.58,640.49
416,1,0.03,0.17
416,2,1.06,1.92
416,3,28.94,31.34
416,4,71.82,74.36
416,5,489.79,431.62
416,6,973.67,1289.69
416,7,78.39,158.53
417,1,3.16,6.62
417,2,58.78,142.95
417,3,526.89,2266.62
417,4,1774.19,7106.74
417,5,3997.38,6837.17
417,6,4690.89,6022.41
417,7,779.49,941.91
418,1,0.14,0.58
418,2,4.76,10.90
418,3,61.79,84.40
418,4,170.72,212.55
418,5,843.59,1693.35
418,6,2413.21,2551.21
418,7,569.72,722.21
419,1,0.00,0.00
419,2,0.07,0.26
419,3,2.93,5.57
419,4,69.20,51.01
419,5,80.27,75.90
419,6,237.80,395.87
419,7,38.53,58.35
420,1,0.00,0.00
420,2,2.82,5.06
420,3,19.00,30.96
420,4,39.73,39.94
420,5,129.36,158.93
420,6,286.55,223.22
420,7,66.45,55.88
421,1,1.20,5.24
421,2,28.36,66.95
