districtid,timeid,neighbormean,neighborstdev
438,3,107.00,64.97
438,4,239.20,187.74
438,5,1121.40,737.39
438,6,2067.20,1076.28
438,7,242.00,154.58
439,1,1.60,3.58
439,2,15.40,34.44
439,3,44.20,61.16
439,4,42.60,67.55
439,5,237.60,314.01
439,6,790.00,1194.81
439,7,181.00,257.08
440,1,0.00,0.00
440,2,11.00,18.68
440,3,55.20,24.39
440,4,86.20,62.11
440,5,663.40,810.35
440,6,2136.80,2839.07
440,7,513.80,681.97
441,1,0.25,0.50
441,2,13.75,16.98
441,3,123.50,74.25
441,4,267.00,149.00
441,5,753.25,520.89
441,6,2981.75,2229.88
441,7,810.50,639.87
442,1,0.12,0.35
442,2,10.62,13.19
442,3,73.00,77.05
442,4,129.38,76.47
442,5,512.00,324.65
442,6,2018.25,918.06
442,7,515.50,288.58
443,1,1.00,2.45
443,2,17.67,34.70
443,3,110.83,69.67
443,4,209.83,85.67
443,5,978.17,597.70
443,6,2344.17,913.13
443,7,245.83,103.19
444,1,1.60,2.30
444,2,74.20,98.58
444,3,54.00,96.77
444,4,386.80,512.22
444,5,3568.00,4841.23
444,6,7680.80,10184.14
444,7,1545.80,1851.67
445,1,0.00,0.00
445,2,20.83,27.05
445,3,110.67,115.30
445,4,127.83,114.92
445,5,424.83,526.12
445,6,840.50,1161.74
445,7,175.50,201.41
446,1,6.43,16.57
446,2,232.14,533.30
446,3,463.00,703.61
446,4,633.29,1045.60
446,5,1628.71,2699.06
446,6,3417.00,6148.57
446,7,714.14,1230.16
447,1,5.86,8.19
447,2,494.00,1110.18
447,3,1486.86,3390.25
447,4,1519.29,3206.74
447,5,1382.29,2025.35
447,6,1594.43,1906.74
447,7,275.14,317.62
448,1,0.00,0.00
448,2,0.50,0.58
448,3,167.00,165.29
448,4,418.50,396.45
448,5,2866.75,4112.44
448,6,4704.75,2542.15
448,7,895.50,610.76
449,1,0.00,0.00
449,2,0.50,1.00
449,3,69.75,71.30
449,4,203.25,210.59
449,5,656.25,248.31
449,6,1133.50,1081.64
449,7,516.00,534.51
450,1,0.20,0.45
450,2,16.40,35.56
450,3,20.20,17.22
450,4,128.80,119.35
450,5,543.20,759.91
450,6,1776.40,2197.26
450,7,676.00,1109.43
451,1,0.00,0.00
451,2,0.00,0.00
451,3,8.00,9.49
451,4,20.25,21.28
451,5,70.50,63.96
451,6,275.75,286.93
451,7,60.00,83.72
452,1,0.00,0.00
452,2,0.00,0.00
452,3,0.67,1.15
452,4,11.67,14.22
452,5,19.00,9.17
452,6,42.33,52.37
452,7,0.67,0.58
455,1,0.40,0.89
455,2,18.80,36.00
455,3,60.60,109.23
455,4,220.00,280.78
455,5,194.20,254.99
455,6,395.00,395.64
455,7,70.00,60.58
456,1,5.17,9.83
456,2,26.00,35.98
456,3,44.67,57.00
456,4,181.50,231.36
456,5,1726.00,2167.96
456,6,3969.67,5453.96
456,7,1021.67,1385.00
457,1,0.25,0.50
457,2,3.25,1.71
457,3,53.00,25.99
457,4,136.25,60.25
457,5,952.75,670.04
457,6,1476.25,750.27
457,7,266.75,124.58
458,1,0.00,0.00
458,2,0.14,0.38
458,3,27.86,63.37
458,4,62.57,61.65
458,5,274.29,388.34
458,6,377.71,590.67
458,7,10.71,26.61
459,1,0.00,0.00
459,2,1.80,2.49
459,3,26.80,26.99
459,4,150.20,127.31
459,5,304.80,193.76
459,6,1132.40,813.13
459,7,304.60,341.95
460,1,0.50,0.58
460,2,23.75,37.06
460,3,83.00,78.66
460,4,275.25,348.23
460,5,3458.25,3946.46
460,6,8091.75,12135.31
460,7,1690.75,2203.50
461,1,0.50,0.58
461,2,0.50,0.58
461,3,22.75,28.18
461,4,35.00,10.42
461,5,541.00,555.14
461,6,1399.75,2041.64
461,7,101.50,177.13
462,1,7.25,11.84
462,2,7.50,7.42
462,3,115.00,97.61
462,4,271.75,63.50
462,5,1021.00,750.94
462,6,3885.00,4742.06
462,7,1421.75,1968.04
463,1,1.33,1.53
463,2,0.00,0.00
463,3,605.33,392.58
463,4,1588.00,650.75
463,5,7115.00,4428.59
463,6,10197.67,7399.04
463,7,1589.67,1444.91
464,1,8.00,10.13
464,2,14.25,18.57
464,3,102.25,126.63
464,4,270.75,121.23
464,5,2818.50,1771.01
464,6,5357.25,3937.02
464,7,861.75,657.89
465,1,0.00,0.00
465,2,7.40,9.26
465,3,11.80,16.27
465,4,38.20,24.73
465,5,220.80,105.68
465,6,1043.60,627.08
465,7,411.40,460.31
466,1,0.00,0.00
466,2,0.00,0.00
466,3,4.50,7.69
466,4,16.33,15.28
466,5,151.50,67.08
466,6,460.50,233.28
466,7,163.17,78.60
467,1,0.75,1.50
467,2,3.50,4.73
467,3,70.50,98.88
467,4,299.50,342.69
467,5,2139.75,2404.02
467,6,5949.50,6356.95
467,7,1002.25,843.05
468,1,1.29,3.40
468,2,2.14,4.85
468,3,20.57,27.17
468,4,112.43,150.41
468,5,2279.14,3770.31
468,6,7235.86,9921.00
468,7,1087.86,1468.61
469,1,0.00,0.00
469,2,0.50,1.22
469,3,20.00,16.38
469,4,90.83,77.99
469,5,176.33,159.49
469,6,714.50,497.52
469,7,414.17,295.78
470,1,0.14,0.38
470,2,4.71,9.93
470,3,17.43,14.81
470,4,63.57,98.64
470,5,121.14,156.09
470,6,434.71,325.14
470,7,219.57,280.15
471,1,0.00,0.00
471,2,11.57,14.06
471,3,71.71,87.71
471,4,54.00,35.06
471,5,141.57,80.62
471,6,464.43,216.37
471,7,160.71,98.33
472,1,4.75,5.56
472,2,7.75,7.54
472,3,26.75,13.77
472,4,193.50,81.06
472,5,1220.00,399.84
472,6,2821.75,1620.29
472,7,497.00,331.15
473,1,8.75,11.32
473,2,20.75,32.84
473,3,56.75,51.92
473,4,178.50,178.07
473,5,752.00,651.78
473,6,2613.25,3278.43
473,7,417.25,391.58
474,1,2.25,4.50
474,2,103.50,119.47
474,3,64.25,93.51
474,4,445.50,499.67
474,5,6393.50,6888.64
474,6,12480.75,12183.11
474,7,2399.25,2103.96
475,1,0.33,0.50
475,2,13.11,25.78
475,3,71.33,137.21
475,4,438.89,563.41
475,5,2627.89,2982.06
475,6,4964.67,8146.87
475,7,970.11,1537.74
476,1,1.00,1.29
476,2,24.86,36.03
476,3,86.86,81.57
476,4,223.43,201.67
476,5,459.14,297.37
476,6,477.43,453.04
476,7,103.71,94.11
477,1,0.20,0.45
477,2,0.40,0.89
477,3,20.60,34.74
477,4,48.80,76.93
477,5,97.40,76.05
477,6,169.60,160.19
477,7,58.20,66.33
478,1,6.00,7.07
478,2,99.00,22.63
478,3,84.00,90.51
478,4,387.50,340.12
478,5,740.00,425.68
478,6,1186.00,369.11
478,7,156.00,8.49
479,1,2.00,3.82
479,2,29.12,29.59
479,3,58.88,81.78
479,4,444.62,494.23
479,5,4137.88,4487.60
479,6,10689.88,9856.96
479,7,2094.00,2032.48
480,1,0.20,0.45
480,2,17.60,26.29
480,3,32.40,20.46
480,4,182.80,87.72
480,5,734.40,578.55
480,6,2158.80,1415.39
480,7,595.00,241.94
481,1,0.20,0.45
481,2,6.20,6.61
481,3,70.60,22.71
481,4,159.60,61.21
481,5,1018.60,485.66
481,6,3191.80,2228.02
481,7,521.60,452.19
482,1,0.00,0.00
482,2,8.17,11.65
482,3,74.00,54.60
482,4,117.17,79.82
482,5,609.67,278.63
482,6,497.17,218.35
482,7,91.33,38.87
483,1,1.57,2.94
483,2,2.57,2.44
483,3,22.71,28.48
483,4,163.43,239.87
483,5,121.29,110.63
483,6,342.86,258.28
483,7,93.43,88.47
484,1,0.00,0.00
484,2,0.14,0.38
484,3,30.86,61.81
484,4,49.57,32.47
484,5,475.71,515.30
484,6,1063.86,1761.58
484,7,144.00,275.48
485,1,0.00,0.00
485,2,6.60,8.20
485,3,42.00,22.55
485,4,87.20,62.34
485,5,620.60,221.01
485,6,1665.80,283.10
485,7,331.20,142.92
486,1,2.00,2.76
486,2,28.83,33.33
486,3,114.00,80.17
486,4,186.67,161.99
486,5,2175.67,2915.90
486,6,3597.67,4382.63
486,7,335.00,463.01
487,1,0.25,0.71
487,2,1.50,2.00
487,3,31.75,55.56
487,4,62.75,70.24
487,5,431.25,674.99
487,6,547.38,678.58
487,7,125.50,108.22
488,1,0.14,0.38
488,2,12.29,29.89
488,3,23.14,21.32
488,4,68.86,31.71
488,5,486.43,632.08
488,6,1319.14,1955.54
488,7,459.14,966.59
489,1,0.00,0.00
489,2,4.60,5.32
489,3,86.80,41.63
489,4,185.00,162.72
489,5,978.80,469.99
489,6,3757.00,1548.56
489,7,886.80,564.64
490,1,0.00,0.00
490,2,0.00,0.00
490,3,0.00,0.00
490,4,32.50,20.51
490,5,16.50,12.02
490,6,24.00,32.53
490,7,2.00,1.41
491,1,1.00,1.41
491,2,2.50,3.54
491,3,14.50,20.51
491,4,334.00,469.52
491,5,46.50,62.93
491,6,230.50,320.32
491,7,30.50,43.13
492,1,0.00,0.00
492,2,0.00,0.00
492,3,0.00,0.00
492,4,1.00,1.00
492,5,18.00,13.11
492,6,114.67,17.95
492,7,43.33,58.16
493,1,0.33,0.58
493,2,26.67,46.19
493,3,26.67,20.11
493,4,77.33,28.94
493,5,779.33,970.54
493,6,2328.33,2904.36
493,7,941.00,1479.17
494,1,0.00,0.00
494,2,0.00,0.00
494,3,8.80,18.58
494,4,33.00,39.08
494,5,207.60,328.69
494,6,575.40,1059.95
494,7,18.80,24.10
495,1,0.00,0.00
495,2,0.00,0.00
495,3,6.75,8.62
495,4,33.00,32.41
495,5,349.75,558.19
495,6,1297.50,2428.59
495,7,202.00,345.98
496,1,0.00,0.00
496,2,0.17,0.41
496,3,9.33,16.95
496,4,28.00,38.25
496,5,168.67,305.56
496,6,521.67,958.57
496,7,7.67,9.35
497,1,0.00,0.00
497,2,0.00,0.00
497,3,2.00,5.29
497,4,13.57,30.39
497,5,33.29,44.98
497,6,116.00,107.37
497,7,25.43,39.13
498,1,0.00,0.00
498,2,0.00,0.00
498,3,0.25,0.50
498,4,11.75,23.50
498,5,206.50,385.99
498,6,177.25,259.46
498,7,78.50,140.51
499,1,0.00,0.00
499,2,13.60,18.82
499,3,57.20,55.57
499,4,114.80,69.75
499,5,628.40,198.29
499,6,1547.80,574.82
499,7,311.80,109.18
500,1,3.29,6.75
500,2,14.14,26.88
500,3,75.57,41.72
500,4,156.71,198.20
500,5,430.14,498.07
500,6,1318.86,1298.40
500,7,265.86,399.55
501,1,0.25,0.50
501,2,0.00,0.00
501,3,0.00,0.00
501,4,17.00,15.12
501,5,52.25,92.00
501,6,97.00,176.67
501,7,10.00,18.06
502,1,1.00,1.73
502,2,15.60,33.23
502,3,6.60,11.13
502,4,86.20,77.63
502,5,1397.00,1526.29
502,6,4346.00,5443.56
502,7,1103.80,1418.11
503,1,0.00,0.00
503,2,1.17,1.94
503,3,94.33,47.99
503,4,175.67,84.75
503,5,901.33,585.47
503,6,2250.67,742.86
503,7,349.83,165.97
504,1,0.00,0.00
504,2,2.75,3.20
504,3,66.50,14.48
504,4,148.25,59.96
504,5,512.50,138.95
504,6,1943.75,553.18
504,7,245.25,60.77
505,1,0.20,0.45
505,2,43.40,24.83
505,3,55.00,26.57
505,4,419.20,169.21
505,5,3925.20,2121.97
505,6,4252.20,2211.53
505,7,433.40,163.77
506,1,0.50,1.22
506,2,14.33,28.39
506,3,2.17,3.54
506,4,33.17,28.29
506,5,335.33,129.66
506,6,1304.00,702.53
506,7,373.17,228.44
507,1,0.40,0.89
507,2,12.80,17.17
507,3,17.40,36.12
507,4,201.60,431.84
507,5,1051.20,1826.42
507,6,1526.40,1971.30
507,7,328.20,391.29
508,1,0.00,0.00
508,2,1.75,2.36
508,3,62.25,42.70
508,4,168.25,66.11
508,5,1018.50,581.82
508,6,3286.25,2595.69
508,7,542.75,532.77
509,1,0.00,0.00
509,2,0.17,0.41
509,3,14.17,9.33
509,4,136.67,107.77
509,5,548.33,1020.94
509,6,2089.17,3152.08
509,7,1073.50,1541.54
510,1,14.50,14.85
510,2,43.50,36.06
510,3,81.00,55.15
510,4,218.00,31.11
510,5,1056.00,206.48
510,6,3161.00,1346.33
510,7,765.50,191.63
511,1,3.38,6.14
511,2,120.38,310.40
511,3,194.50,364.41
511,4,407.88,392.71
511,5,1080.25,1147.10
511,6,1757.12,1882.47
511,7,405.62,511.51
512,1,0.50,1.22
512,2,22.17,24.47
512,3,104.50,127.44
512,4,63.50,36.21
512,5,267.33,174.03
512,6,480.50,288.36
512,7,95.33,50.30
513,1,0.00,0.00
513,2,2.00,2.31
513,3,19.75,11.03
513,4,70.75,60.98
513,5,716.00,911.00
513,6,837.25,888.24
513,7,157.25,127.31
514,1,0.00,0.00
514,2,24.80,48.26
514,3,65.40,54.87
514,4,179.60,63.94
514,5,343.60,170.79
514,6,880.40,315.48
514,7,194.20,85.79
515,1,0.00,0.00
515,2,2.00,3.39
515,3,55.20,65.27
515,4,64.40,45.33
515,5,855.60,491.12
515,6,2101.60,1956.06
515,7,174.00,311.60
516,1,3.20,2.59
516,2,8.00,6.60
516,3,53.60,52.38
516,4,209.60,144.29
516,5,929.00,306.95
516,6,2362.00,1446.04
516,7,460.80,327.79
517,1,0.00,0.00
517,2,0.00,0.00
517,3,80.00,68.76
517,4,140.00,78.71
517,5,657.00,305.87
517,6,2108.00,1165.74
517,7,200.60,85.08
518,1,2.60,3.97
518,2,10.40,16.38
518,3,50.20,71.47
518,4,282.60,402.70
518,5,6094.80,8522.33
518,6,13753.20,17721.43
518,7,2106.80,2746.58
519,1,0.17,0.41
519,2,0.50,0.55
519,3,13.83,18.81
519,4,36.50,19.02
519,5,284.83,278.33
519,6,430.17,292.47
519,7,71.33,94.63
520,1,0.00,0.00
520,2,4.83,6.11
520,3,7.00,13.91
520,4,13.00,9.90
520,5,198.00,145.23
520,6,894.33,656.51
520,7,214.67,152.46
521,1,0.17,0.41
521,2,1.83,3.60
521,3,40.17,44.22
521,4,76.33,70.86
521,5,165.50,195.04
521,6,352.33,230.28
521,7,91.50,71.71
522,1,1.60,3.58
522,2,15.60,34.33
522,3,40.00,63.61
522,4,58.00,66.61
522,5,205.80,329.84
522,6,715.60,1228.98
522,7,186.20,254.63
523,1,0.33,0.82
523,2,45.00,75.92
523,3,147.83,108.28
523,4,118.50,91.51
523,5,323.17,348.30
523,6,1092.17,1282.04
523,7,268.00,274.83
525,1,0.60,1.34
525,2,2.40,2.07
525,3,36.40,32.79
525,4,133.40,148.46
525,5,291.40,158.71
525,6,1154.40,537.64
525,7,251.80,142.34
526,1,0.33,0.52
526,2,116.33,170.68
526,3,122.67,152.83
526,4,431.17,472.95
526,5,574.33,321.53
526,6,1043.50,989.93
526,7,243.67,264.81
527,1,0.00,0.00
527,2,3.20,3.63
527,3,84.80,24.24
527,4,161.60,73.47
527,5,1162.80,480.83
527,6,3219.00,2216.01
527,7,490.00,467.46
528,1,0.00,0.00
528,2,3.50,8.09
528,3,47.83,56.19
528,4,122.50,103.20
528,5,532.00,544.79
528,6,1893.83,1797.35
528,7,487.50,476.26
529,1,0.25,0.50
529,2,6.75,4.19
529,3,6.75,9.43
529,4,175.50,237.93
529,5,1187.50,1107.91
529,6,2223.75,1066.26
529,7,477.00,210.78
530,1,14.50,34.55
530,2,85.83,191.85
530,3,168.00,366.34
530,4,2044.33,4442.03
530,5,5435.67,10232.96
530,6,3816.00,4670.98
530,7,700.33,632.70
531,1,1.17,2.40
531,2,29.17,13.51
531,3,95.00,90.30
531,4,412.50,449.61
531,5,950.67,1165.07
531,6,1258.50,1123.72
531,7,300.17,240.37
532,1,5.33,8.85
532,2,514.83,1219.03
532,3,1610.33,3696.21
532,4,1579.67,3506.37
532,5,1375.83,2080.72
532,6,1245.67,1855.22
532,7,231.17,297.37
533,1,0.29,0.76
533,2,9.29,21.53
533,3,47.57,44.40
533,4,112.57,109.74
533,5,922.29,894.95
533,6,2270.14,2816.71
533,7,482.00,638.76
534,1,1.17,2.04
534,2,24.50,33.68
534,3,74.50,53.52
534,4,220.00,277.25
534,5,800.50,925.86
534,6,2857.33,2660.36
534,7,509.50,406.75
535,1,0.00,0.00
535,2,1.60,3.58
535,3,8.60,10.90
535,4,35.20,50.43
535,5,335.80,587.95
535,6,725.80,1420.90
535,7,0.20,0.45
536,1,0.00,0.00
536,2,0.00,0.00
536,3,5.17,8.06
536,4,18.67,23.70
536,5,80.83,101.35
536,6,72.50,87.66
536,7,7.33,10.35
537,1,0.00,0.00
537,2,20.50,8.76
537,3,73.17,45.90
537,4,161.00,60.92
537,5,576.00,246.09
537,6,1433.83,780.38
537,7,309.00,187.57
538,1,2.75,4.86
538,2,13.50,23.10
538,3,51.75,10.81
538,4,126.50,38.53
538,5,760.00,528.31
538,6,1534.00,1179.13
538,7,372.25,329.61
539,1,0.71,0.95
539,2,68.29,171.46
539,3,95.29,145.68
539,4,220.29,208.58
539,5,558.14,604.98
539,6,922.71,1010.72
539,7,257.57,316.99
540,1,0.00,0.00
540,2,1.00,2.45
540,3,69.33,134.37
540,4,305.83,509.95
540,5,2849.67,5355.40
540,6,3050.50,5166.89
540,7,662.50,1465.01
541,1,24.86,51.34
541,2,1118.29,2579.14
541,3,5895.29,12218.80
541,4,9445.57,16349.65
541,5,13388.00,23061.82
541,6,10740.86,17004.71
541,7,2489.43,3856.81
542,1,138.00,0.00
542,2,6917.00,0.00
542,3,32625.00,0.00
542,4,37972.00,0.00
542,5,36626.00,0.00
542,6,31521.00,0.00
542,7,7907.00,0.00
543,1,0.00,0.00
543,2,0.17,0.41
543,3,23.17,12.78
543,4,83.33,84.41
543,5,140.33,168.92
543,6,415.83,376.62
543,7,238.00,296.66
544,1,0.17,0.41
544,2,3.67,4.08
544,3,120.33,76.81
544,4,154.33,99.15
544,5,980.00,598.25
544,6,1762.00,1224.49
544,7,185.67,113.61
545,1,0.83,2.04
545,2,6.00,14.70
545,3,113.33,75.86
545,4,207.33,172.19
545,5,700.67,519.04
545,6,2035.00,837.50
545,7,297.67,187.20
546,1,3.50,7.61
546,2,58.17,68.56
546,3,96.83,118.69
546,4,245.67,166.99
546,5,674.33,406.65
546,6,1670.00,1233.94
546,7,456.33,307.76
547,1,0.12,0.35
547,2,5.25,5.34
547,3,63.12,25.70
547,4,150.50,70.57
547,5,767.50,404.06
547,6,2086.00,969.54
547,7,211.62,91.03
548,1,0.20,0.45
548,2,0.00,0.00
548,3,6.00,12.33
548,4,28.20,28.04
548,5,307.00,295.94
548,6,716.80,724.81
548,7,129.40,121.77
549,1,0.00,0.00
549,2,0.50,0.84
549,3,5.83,6.43
549,4,23.17,21.25
549,5,205.67,260.10
549,6,869.00,971.16
549,7,229.83,140.97
550,1,1.00,1.41
550,2,0.00,0.00
550,3,289.25,281.43
550,4,784.00,985.19
550,5,3965.25,5551.22
550,6,6868.00,7973.85
550,7,1134.75,1425.44
551,1,0.00,0.00
551,2,0.57,1.13
551,3,42.86,58.65
551,4,74.57,69.65
551,5,463.43,403.58
551,6,573.00,510.14
551,7,25.14,66.52
552,1,0.25,0.50
552,2,27.75,22.10
552,3,122.25,208.94
552,4,353.75,237.68
552,5,1424.75,963.42
552,6,3706.00,3364.93
552,7,880.50,929.00
553,1,3.29,4.68
553,2,109.00,155.84
553,3,92.43,130.18
553,4,496.57,511.74
553,5,5574.71,6115.87
553,6,10912.86,11069.87
553,7,2065.43,1963.96
554,1,4.57,6.05
554,2,228.86,340.99
554,3,444.43,433.69
554,4,597.57,500.12
554,5,1662.86,1228.65
554,6,2644.71,1956.82
554,7,548.57,551.16
555,1,0.00,0.00
555,2,5.14,10.24
555,3,39.71,70.56
555,4,77.71,117.86
555,5,341.14,505.89
555,6,1040.00,1116.13
555,7,418.14,423.71
556,1,0.20,0.45
556,2,8.00,13.73
556,3,50.00,26.58
556,4,125.60,58.53
556,5,333.40,396.21
556,6,855.80,986.58
556,7,282.40,202.48
557,1,1.17,1.94
557,2,9.33,14.60
557,3,100.17,61.35
557,4,179.33,159.24
557,5,2099.83,2950.76
557,6,3213.17,4484.39
557,7,336.00,461.76
558,1,0.00,0.00
558,2,0.33,0.58
558,3,36.33,32.33
558,4,113.33,32.87
558,5,620.67,395.04
558,6,1170.67,1571.36
558,7,191.33,187.15
559,1,2.20,3.90
559,2,75.40,116.91
559,3,57.80,87.80
559,4,375.40,496.08
559,5,3743.80,5620.29
559,6,5847.40,8700.07
559,7,1153.60,1439.48
560,1,6.75,9.22
560,2,40.75,10.81
560,3,60.75,70.36
560,4,330.25,298.40
560,5,1807.25,1576.90
560,6,3581.50,2740.38
560,7,690.50,536.08
561,1,0.00,0.00
561,2,0.33,0.58
561,3,14.67,23.69
561,4,51.33,42.00
561,5,319.67,409.46
561,6,937.00,1325.49
561,7,24.33,30.11
562,1,0.22,0.67
562,2,25.11,25.24
562,3,56.67,61.59
562,4,116.33,140.94
562,5,695.56,588.83
562,6,2094.11,1623.29
562,7,526.33,478.19
563,1,0.00,0.00
563,2,13.17,10.80
563,3,28.00,44.01
563,4,185.00,377.93
563,5,503.00,740.19
563,6,1027.67,1856.66
563,7,269.00,516.21
564,1,0.14,0.38
564,2,19.29,21.20
564,3,105.43,130.65
564,4,307.71,442.91
564,5,1189.71,1338.35
564,6,2657.43,2234.95
564,7,479.14,397.42
565,1,0.00,0.00
565,2,0.00,0.00
565,3,11.00,15.97
565,4,14.40,15.26
565,5,135.40,53.11
565,6,376.20,131.49
565,7,105.20,19.38
566,1,3.00,4.65
566,2,156.00,243.63
566,3,302.17,454.70
566,4,791.33,1265.67
566,5,1973.00,3189.56
566,6,2353.33,2901.57
566,7,427.00,521.07
567,1,1.14,3.02
567,2,25.29,30.97
567,3,52.29,74.09
567,4,68.43,77.05
567,5,252.71,252.44
567,6,712.14,974.45
567,7,157.71,212.00
568,1,5.11,10.78
568,2,132.11,294.55
568,3,1153.11,2823.89
568,4,4143.33,9112.67
568,5,8981.33,17858.61
568,6,9853.00,12818.12
568,7,2125.78,2731.06
569,1,2.00,3.94
569,2,161.20,261.22
569,3,395.60,526.91
569,4,1282.60,1705.80
569,5,3856.80,5111.80
569,6,6613.40,10821.67
569,7,1155.80,1879.12
570,1,0.33,0.52
570,2,7.00,13.34
570,3,50.83,26.59
570,4,94.33,42.16
570,5,970.00,725.49
570,6,1526.83,781.94
570,7,218.50,123.24
571,1,0.50,1.22
571,2,7.33,17.48
571,3,112.50,151.94
571,4,388.50,381.77
571,5,2429.17,3445.13
571,6,4823.33,4823.20
571,7,1156.33,1453.15
572,1,6.75,12.20
572,2,9.75,7.80
572,3,89.50,60.21
572,4,43.25,48.46
572,5,224.25,141.50
572,6,697.50,557.01
572,7,102.50,51.67
573,1,5.83,7.57
573,2,34.67,54.34
573,3,42.00,56.85
573,4,225.00,180.99
573,5,1459.33,1442.05
573,6,4333.67,3834.83
573,7,835.33,1052.34
574,1,0.00,0.00
574,2,15.00,23.88
574,3,19.17,43.58
574,4,61.17,85.75
574,5,460.00,480.14
574,6,2034.00,1873.43
574,7,552.67,600.23
575,1,0.00,0.00
575,2,2.00,2.00
575,3,14.33,16.29
575,4,64.67,80.33
575,5,897.00,1027.04
575,6,1088.00,1020.96
575,7,210.67,150.05
576,1,0.00,0.00
576,2,7.40,6.39
576,3,23.00,47.58
576,4,60.60,96.71
576,5,502.00,505.18
576,6,2094.00,1929.88
576,7,587.80,648.16
577,1,0.00,0.00
577,2,0.00,0.00
577,3,3.00,7.35
577,4,89.67,64.78
577,5,82.33,73.00
577,6,44.00,44.54
577,7,19.50,18.12
578,1,3.00,3.39
578,2,0.00,0.00
578,3,688.20,778.33
578,4,1473.80,1429.78
578,5,5579.00,5873.30
578,6,7498.80,6293.56
578,7,1015.20,779.51
579,1,0.00,0.00
579,2,1.17,1.94
579,3,18.33,28.52
579,4,28.17,56.76
579,5,217.50,401.15
579,6,638.50,1158.37
579,7,76.67,147.75
580,1,0.75,0.96
580,2,4.75,8.85
580,3,45.50,38.73
580,4,306.25,311.11
580,5,561.75,586.36
580,6,906.50,646.60
580,7,165.00,193.30
581,1,0.00,0.00
581,2,0.25,0.50
581,3,55.25,82.05
581,4,46.75,21.87
581,5,207.00,206.28
581,6,392.75,257.49
581,7,171.50,131.07
582,1,0.00,0.00
582,2,0.40,0.89
582,3,26.00,30.80
582,4,69.60,27.24
582,5,158.80,117.62
582,6,979.00,649.92
582,7,334.20,307.52
583,1,2.00,3.95
583,2,34.83,40.74
583,3,169.67,273.14
583,4,1204.00,1705.76
583,5,1762.67,1420.54
583,6,1921.00,1190.68
583,7,417.67,371.31
584,1,1.33,2.80
584,2,34.50,35.68
584,3,235.50,282.72
584,4,656.50,657.68
584,5,3106.67,2173.77
584,6,7465.00,4835.72
584,7,1652.83,1270.61
585,1,0.00,0.00
585,2,0.00,0.00
585,3,6.60,8.85
585,4,42.80,38.87
585,5,391.60,449.84
585,6,516.60,439.18
585,7,67.60,124.64
587,1,3.75,3.86
587,2,42.00,65.44
587,3,34.00,35.56
587,4,302.00,153.82
587,5,1893.00,1633.70
587,6,5467.25,4395.34
587,7,1184.50,1186.41
588,1,0.17,0.41
588,2,10.50,17.31
588,3,50.17,58.88
588,4,79.33,43.61
588,5,790.33,789.06
588,6,1265.50,909.59
588,7,145.00,82.44
589,1,8.50,16.34
589,2,276.50,429.37
589,3,2404.00,4181.24
589,4,7838.00,13544.53
589,5,16784.75,26382.33
589,6,16331.75,19210.81
589,7,3205.75,3981.37
590,1,1.50,2.83
590,2,97.12,174.26
590,3,331.50,313.70
590,4,324.75,385.89
590,5,1185.75,1209.39
590,6,1453.38,1658.64
590,7,238.12,322.23
591,1,9.33,15.58
591,2,49.67,29.34
591,3,257.50,259.78
591,4,1754.00,1865.59
591,5,2219.00,1903.89
591,6,2356.83,1352.49
591,7,646.50,382.02
592,1,4.60,6.50
592,2,32.20,34.60
592,3,61.40,89.14
592,4,135.80,87.66
592,5,649.60,344.84
592,6,1965.80,1231.48
592,7,555.00,419.89
593,1,1.80,4.02
593,2,63.00,119.70
593,3,196.40,313.51
593,4,266.80,516.12
593,5,724.40,942.96
593,6,997.40,1434.76
593,7,164.00,251.46
594,1,0.60,0.55
594,2,14.40,10.62
594,3,58.20,65.52
594,4,335.80,383.82
594,5,651.60,618.80
594,6,907.20,703.83
594,7,375.80,322.28
595,1,0.00,0.00
595,2,0.80,1.79
595,3,17.20,9.20
595,4,20.40,9.02
595,5,197.80,73.95
595,6,391.00,123.52
595,7,105.40,41.26
596,1,0.00,0.00
596,2,0.17,0.41
596,3,10.00,18.86
596,4,13.83,21.20
596,5,102.17,152.51
596,6,212.00,300.55
596,7,28.83,60.08
597,1,0.43,1.13
597,2,7.57,7.18
597,3,81.57,49.62
597,4,190.71,120.04
597,5,988.71,536.32
597,6,3148.86,2025.30
597,7,822.43,618.89
598,1,0.00,0.00
598,2,0.67,1.03
598,3,52.33,50.03
598,4,115.00,68.09
598,5,337.00,229.06
598,6,1545.17,754.24
598,7,273.50,142.24
599,1,0.67,1.21
599,2,3.33,8.16
599,3,248.17,357.82
599,4,506.00,613.35
599,5,1625.33,1870.66
599,6,3249.17,2029.95
599,7,529.17,266.77
600,1,0.50,0.58
600,2,11.00,11.92
600,3,71.50,28.21
600,4,104.00,40.98
600,5,529.00,116.58
600,6,584.50,201.88
600,7,104.75,18.41
601,1,5.80,9.68
601,2,19.60,14.06
601,3,81.40,118.49
601,4,245.60,134.67
601,5,1782.00,1504.06
601,6,2946.20,1347.65
601,7,508.20,227.38
602,1,0.25,0.50
602,2,3.25,2.22
602,3,75.50,48.77
602,4,114.50,69.91
602,5,204.00,111.08
602,6,756.25,774.47
602,7,173.50,118.45
603,1,1.14,2.61
603,2,15.14,28.45
603,3,40.14,25.50
603,4,162.57,123.25
603,5,459.43,380.01
603,6,1375.57,903.28
