districtid,timeid,neighbormean,neighborstdev
262,1,0.00,0.00
262,2,0.00,0.00
262,3,0.00,0.00
262,4,0.00,0.00
262,5,0.20,0.45
262,6,0.20,0.45
262,7,0.40,0.55
262,8,0.60,0.89
262,9,0.40,0.55
262,10,0.60,0.55
262,11,0.60,0.55
262,12,1.40,1.14
262,13,4.20,7.73
262,14,1.20,1.64
262,15,1.20,1.10
262,16,1.40,1.14
262,17,11.00,15.86
262,18,13.80,10.52
262,19,7.60,5.68
262,20,31.00,19.96
262,21,74.20,120.50
262,22,16.00,14.32
262,23,20.00,6.16
262,24,49.00,22.10
263,1,0.00,0.00
263,2,0.17,0.41
263,3,0.33,0.52
263,4,0.17,0.41
263,5,0.00,0.00
263,6,0.33,0.52
263,7,0.33,0.52
263,8,0.50,0.55
263,9,2.50,3.21
263,10,2.17,3.37
263,11,2.17,2.40
263,12,3.67,3.56
263,13,2.17,0.98
263,14,4.00,3.79
263,15,2.50,1.97
263,16,9.83,4.26
263,17,29.67,17.39
263,18,25.50,19.86
263,19,57.83,64.29
263,20,60.83,35.88
263,21,118.83,68.17
263,22,107.17,103.21
263,23,107.17,127.18
263,24,116.33,123.65
264,1,0.00,0.00
264,2,0.00,0.00
264,3,0.00,0.00
264,4,0.00,0.00
264,5,0.00,0.00
264,6,0.00,0.00
264,7,0.00,0.00
264,8,3.50,4.95
264,9,0.50,0.71
264,10,1.50,2.12
264,11,1.00,1.41
264,12,3.00,4.24
264,13,1.50,2.12
264,14,3.50,4.95
264,15,3.50,4.95
264,16,4.00,5.66
264,17,5.50,7.78
264,18,5.00,7.07
264,19,12.00,15.56
264,20,21.00,29.70
264,21,27.00,38.18
264,22,30.50,36.06
264,23,4.00,5.66
264,24,51.00,72.12
265,1,0.00,0.00
265,2,0.29,0.49
265,3,0.43,0.53
265,4,0.71,0.49
265,5,0.71,0.49
265,6,0.43,0.53
265,7,6.71,10.70
265,8,9.57,19.30
265,9,15.57,28.63
265,10,17.14,30.62
265,11,15.14,31.96
265,12,10.86,12.73
265,13,12.00,20.05
265,14,7.14,15.42
265,15,6.71,11.22
265,16,9.29,11.24
265,17,18.86,31.26
265,18,31.57,50.48
265,19,33.57,53.13
265,20,27.86,41.25
265,21,38.57,65.68
265,22,41.14,59.90
265,23,41.29,62.45
265,24,47.43,80.16
266,1,0.00,0.00
266,2,0.00,0.00
266,3,0.00,0.00
266,4,0.50,0.58
266,5,0.00,0.00
266,6,0.00,0.00
266,7,0.25,0.50
266,8,0.25,0.50
266,9,0.75,0.96
266,10,1.75,1.50
266,11,1.50,1.00
266,12,1.50,0.58
266,13,2.75,2.50
266,14,2.75,1.71
266,15,5.25,6.55
266,16,5.50,6.45
266,17,3.25,1.50
266,18,21.00,16.39
266,19,8.50,5.57
266,20,28.00,16.95
266,21,10.75,8.42
266,22,17.50,5.26
266,23,18.50,7.33
266,24,25.25,22.53
267,1,0.00,0.00
267,2,0.00,0.00
267,3,0.00,0.00
267,4,0.00,0.00
267,5,0.00,0.00
267,6,0.14,0.38
267,7,0.00,0.00
267,8,0.29,0.49
267,9,0.14,0.38
267,10,1.86,1.77
267,11,2.14,2.12
267,12,2.43,2.07
267,13,3.29,4.23
267,14,2.14,1.77
267,15,5.86,7.52
267,16,5.14,4.18
267,17,6.86,12.90
267,18,18.14,14.54
267,19,12.14,15.52
267,20,4.71,6.13
267,21,10.14,11.65
267,22,38.14,79.04
267,23,30.43,29.67
267,24,44.14,82.64
268,1,0.00,0.00
268,2,0.00,0.00
268,3,0.00,0.00
268,4,0.20,0.45
268,5,0.40,0.55
268,6,0.20,0.45
268,7,0.20,0.45
268,8,0.20,0.45
268,9,0.80,1.30
268,10,1.40,2.07
268,11,1.60,1.95
268,12,9.60,18.70
268,13,4.80,7.43
268,14,1.40,1.67
268,15,1.80,2.17
268,16,1.80,1.48
268,17,4.00,2.35
268,18,10.60,9.71
268,19,15.40,23.54
268,20,29.00,34.11
268,21,75.00,121.18
268,22,24.40,28.94
268,23,51.00,29.13
268,24,59.20,21.11
269,1,0.00,0.00
269,2,0.29,0.49
269,3,0.43,0.53
269,4,0.71,0.49
269,5,1.00,0.58
269,6,0.29,0.49
269,7,6.71,10.72
269,8,9.29,19.43
269,9,14.57,28.70
269,10,16.86,30.71
269,11,15.00,32.01
269,12,8.29,12.57
269,13,11.14,20.49
269,14,7.86,15.14
269,15,6.43,11.44
269,16,8.43,11.65
269,17,18.71,31.26
269,18,29.71,51.34
269,19,33.71,53.28
269,20,31.57,40.83
269,21,44.14,62.75
269,22,44.29,58.87
269,23,40.43,63.08
269,24,55.29,76.04
270,1,0.17,0.41
270,2,0.33,0.52
270,3,0.67,0.52
270,4,0.67,0.52
270,5,0.50,0.55
270,6,0.50,0.55
270,7,0.33,0.52
270,8,0.67,0.52
270,9,0.50,0.55
270,10,0.83,0.41
270,11,0.83,0.41
270,12,2.00,3.16
270,13,11.33,19.38
270,14,30.33,51.52
270,15,32.83,46.88
270,16,47.83,66.59
270,17,60.33,51.86
270,18,40.17,31.54
270,19,74.17,56.25
270,20,81.17,86.62
270,21,105.00,99.16
270,22,87.83,62.83
270,23,108.17,93.71
270,24,152.50,146.91
271,1,0.00,0.00
271,2,0.00,0.00
271,3,0.25,0.50
271,4,0.25,0.50
271,5,0.50,0.58
271,6,0.50,0.58
271,7,0.50,0.58
271,8,3.75,7.50
271,9,1.50,2.38
271,10,0.50,0.58
271,11,2.50,5.00
271,12,1.25,1.89
271,13,2.25,3.86
271,14,5.25,9.84
271,15,3.50,6.35
271,16,7.00,13.34
271,17,1.25,1.89
271,18,10.50,20.34
271,19,29.25,33.84
271,20,28.25,47.63
271,21,38.75,46.73
271,22,45.50,67.04
271,23,40.25,54.77
271,24,54.50,86.12
272,1,0.00,0.00
272,2,0.00,0.00
272,3,0.14,0.38
272,4,0.00,0.00
272,5,0.00,0.00
272,6,0.00,0.00
272,7,0.00,0.00
272,8,0.00,0.00
272,9,0.00,0.00
272,10,0.86,1.46
272,11,4.57,7.25
272,12,1.57,2.51
272,13,3.71,6.21
272,14,1.86,3.18
272,15,2.29,3.86
272,16,0.71,1.25
272,17,0.00,0.00
272,18,80.86,104.41
272,19,93.14,121.76
272,20,96.57,142.97
272,21,65.71,81.47
272,22,293.14,451.90
272,23,22.71,56.15
272,24,27.57,65.99
273,1,0.00,0.00
273,2,0.00,0.00
273,3,0.50,0.58
273,4,0.00,0.00
273,5,0.25,0.50
273,6,0.25,0.50
273,7,0.50,0.58
273,8,1.00,0.00
273,9,10.00,14.17
273,10,4.50,6.35
273,11,3.50,2.89
273,12,8.75,8.73
273,13,25.25,44.53
273,14,10.50,7.14
273,15,7.00,10.03
273,16,10.75,10.14
273,17,27.75,17.82
273,18,16.00,16.51
273,19,25.00,16.83
273,20,36.00,16.87
273,21,38.25,42.08
273,22,50.50,54.92
273,23,101.75,114.91
273,24,116.75,140.61
274,1,0.00,0.00
274,2,0.00,0.00
274,3,1.00,0.00
274,4,1.00,0.00
274,5,0.50,0.58
274,6,0.50,0.58
274,7,10.50,19.02
274,8,11.00,17.44
274,9,2.25,2.50
274,10,4.25,3.95
274,11,7.00,10.80
274,12,21.00,28.33
274,13,14.50,17.21
274,14,13.75,15.65
274,15,17.00,18.09
274,16,27.75,35.36
274,17,31.00,46.85
274,18,19.00,12.57
274,19,20.25,6.08
274,20,32.25,22.63
274,21,22.50,13.28
274,22,19.75,16.19
274,23,38.00,29.36
274,24,22.50,25.49
275,1,0.00,0.00
275,2,0.00,0.00
275,3,0.40,0.55
275,4,0.00,0.00
275,5,0.20,0.45
275,6,0.00,0.00
275,7,1.00,1.73
275,8,0.40,0.55
275,9,0.00,0.00
275,10,0.40,0.55
275,11,14.60,13.83
275,12,4.20,2.28
275,13,8.60,5.86
275,14,1.00,1.22
275,15,2.00,3.08
275,16,0.20,0.45
275,17,1.20,2.68
275,18,30.80,56.71
275,19,49.40,43.77
275,20,129.60,91.78
275,21,105.80,99.68
275,22,126.80,171.61
275,23,18.20,40.70
275,24,29.00,64.85
276,1,0.00,0.00
276,2,0.00,0.00
276,3,0.33,0.52
276,4,0.33,0.52
276,5,0.50,0.55
276,6,2.33,2.25
276,7,4.33,7.71
276,8,12.67,19.24
276,9,2.83,3.92
276,10,5.33,4.97
276,11,15.83,24.01
276,12,19.33,29.25
276,13,27.67,41.38
276,14,33.33,49.18
276,15,62.67,107.83
276,16,78.67,117.36
276,17,110.33,162.99
276,18,90.33,140.52
276,19,111.67,176.25
276,20,134.17,197.90
276,21,270.83,357.53
276,22,297.00,488.06
276,23,303.83,417.38
276,24,351.50,519.98
277,1,0.00,0.00
277,2,0.00,0.00
277,3,0.12,0.35
277,4,0.00,0.00
277,5,0.00,0.00
277,6,0.00,0.00
277,7,0.00,0.00
277,8,0.00,0.00
277,9,0.00,0.00
277,10,0.75,1.39
277,11,4.12,6.03
277,12,1.00,1.07
277,13,2.88,5.74
277,14,1.25,0.89
277,15,1.75,3.41
277,16,0.75,1.16
277,17,0.00,0.00
277,18,37.38,69.55
277,19,87.00,80.24
277,20,86.12,135.22
277,21,55.75,67.07
277,22,289.38,410.56
277,23,0.88,1.81
277,24,1.12,2.80
278,1,0.00,0.00
278,2,0.00,0.00
278,3,0.12,0.35
278,4,0.00,0.00
278,5,0.00,0.00
278,6,0.00,0.00
278,7,0.00,0.00
278,8,0.12,0.35
278,9,0.00,0.00
278,10,0.38,0.74
278,11,1.38,2.77
278,12,12.62,20.88
278,13,4.75,7.30
278,14,6.62,10.90
278,15,7.00,19.40
278,16,3.25,7.23
278,17,3.62,7.13
278,18,56.25,101.38
278,19,27.00,38.41
278,20,77.00,147.99
278,21,56.12,79.69
278,22,97.25,164.87
278,23,18.88,50.17
278,24,20.25,55.66
279,1,0.00,0.00
279,2,0.00,0.00
279,3,0.25,0.50
279,4,0.00,0.00
279,5,0.00,0.00
279,6,0.00,0.00
279,7,0.00,0.00
279,8,0.00,0.00
279,9,0.00,0.00
279,10,0.25,0.50
279,11,1.50,1.29
279,12,14.25,25.22
279,13,1.75,0.96
279,14,5.25,5.97
279,15,4.25,6.55
279,16,6.25,9.88
279,17,6.50,8.96
279,18,135.00,161.96
279,19,39.25,45.78
279,20,102.25,159.61
279,21,128.25,197.75
279,22,175.25,308.93
279,23,3.50,5.74
279,24,11.50,21.69
280,1,0.00,0.00
280,2,0.33,0.52
280,3,1.00,0.00
280,4,0.67,0.52
280,5,0.83,0.41
280,6,0.67,0.52
280,7,0.67,0.52
280,8,0.83,0.41
280,9,1.00,0.63
280,10,0.83,0.41
280,11,0.67,0.52
280,12,2.83,4.67
280,13,4.83,5.46
280,14,19.83,33.56
280,15,46.67,88.82
280,16,83.33,136.54
280,17,89.83,107.56
280,18,86.33,73.91
280,19,140.50,116.11
280,20,119.17,118.80
280,21,99.00,129.51
280,22,90.33,66.53
280,23,84.17,43.14
280,24,82.00,42.57
281,1,0.17,0.41
281,2,0.17,0.41
281,3,0.00,0.00
281,4,0.17,0.41
281,5,0.17,0.41
281,6,0.17,0.41
281,7,1.17,2.04
281,8,1.67,2.42
281,9,1.50,2.74
281,10,3.33,3.61
281,11,3.00,2.76
281,12,1.33,0.52
281,13,3.00,3.46
281,14,2.17,2.40
281,15,1.67,2.25
281,16,1.67,2.66
281,17,6.50,9.01
281,18,8.00,13.74
281,19,13.67,23.43
281,20,22.50,50.23
281,21,14.83,23.24
281,22,24.17,43.64
281,23,26.33,43.01
281,24,31.50,47.04
282,1,0.00,0.00
282,2,0.00,0.00
282,3,1.00,0.00
282,4,0.00,0.00
282,5,0.00,0.00
282,6,1.00,0.00
282,7,0.00,0.00
282,8,1.00,0.00
282,9,1.00,0.00
282,10,6.00,0.00
282,11,1.00,0.00
282,12,2.00,0.00
282,13,1.00,0.00
282,14,3.00,0.00
282,15,2.00,0.00
282,16,4.00,0.00
282,17,8.00,0.00
282,18,11.00,0.00
282,19,23.00,0.00
282,20,37.00,0.00
282,21,26.00,0.00
282,22,20.00,0.00
282,23,18.00,0.00
282,24,22.00,0.00
283,1,0.00,0.00
283,2,0.00,0.00
283,3,0.17,0.41
283,4,0.50,0.55
283,5,0.50,0.55
283,6,0.50,0.55
283,7,0.67,1.63
283,8,0.67,0.52
283,9,7.17,6.85
283,10,4.67,5.09
283,11,9.00,7.48
283,12,5.00,3.41
283,13,2.17,1.94
283,14,4.00,2.68
283,15,3.00,2.00
283,16,3.83,3.13
283,17,7.00,7.40
283,18,57.33,91.27
283,19,12.50,9.22
283,20,7.67,4.08
283,21,14.50,16.49
283,22,9.83,14.66
283,23,13.33,17.64
283,24,11.67,9.07
284,1,0.00,0.00
284,2,0.00,0.00
284,3,0.17,0.41
284,4,0.00,0.00
284,5,0.17,0.41
284,6,0.50,0.55
284,7,1.00,0.63
284,8,0.83,1.17
284,9,5.33,12.58
284,10,2.83,5.49
284,11,4.83,8.73
284,12,4.50,7.61
284,13,4.67,6.77
284,14,1.17,1.47
284,15,1.67,1.51
284,16,2.00,2.10
284,17,9.33,15.17
284,18,10.00,9.14
284,19,12.00,12.62
284,20,50.67,58.56
284,21,32.00,29.89
284,22,16.50,13.82
284,23,38.67,41.08
284,24,42.50,21.21
285,1,0.00,0.00
285,2,0.20,0.45
285,3,0.40,0.55
285,4,0.20,0.45
285,5,0.60,0.55
285,6,0.60,0.55
285,7,2.00,2.35
285,8,1.60,1.52
285,9,2.40,3.71
285,10,2.20,1.64
285,11,1.80,2.39
285,12,2.60,3.65
285,13,2.00,2.00
285,14,2.80,2.59
285,15,2.40,1.95
285,16,12.40,12.14
285,17,4.00,1.58
285,18,5.40,4.22
285,19,7.60,3.78
285,20,13.00,21.13
285,21,14.40,18.43
285,22,7.40,6.15
285,23,11.60,8.68
285,24,13.60,5.68
286,1,0.00,0.00
286,2,0.00,0.00
286,3,0.00,0.00
286,4,0.00,0.00
286,5,0.00,0.00
286,6,0.20,0.45
286,7,0.00,0.00
286,8,0.20,0.45
286,9,0.20,0.45
286,10,3.20,4.09
286,11,4.00,4.53
286,12,4.00,0.71
286,13,3.40,4.51
286,14,12.60,22.65
286,15,1.40,1.67
286,16,3.80,4.32
286,17,10.20,14.79
286,18,8.00,10.00
286,19,8.00,4.47
286,20,6.60,7.44
286,21,11.60,14.36
286,22,48.00,94.66
286,23,15.20,30.64
286,24,74.40,88.89
287,1,0.00,0.00
287,2,0.00,0.00
287,3,0.20,0.45
287,4,0.00,0.00
287,5,0.00,0.00
287,6,0.00,0.00
287,7,0.60,0.55
287,8,0.60,0.55
287,9,1.00,0.00
287,10,0.80,0.45
287,11,1.00,0.00
287,12,1.00,0.00
287,13,1.00,0.00
287,14,1.00,0.00
287,15,1.00,0.00
287,16,16.40,17.40
287,17,15.20,15.55
287,18,37.00,31.03
287,19,26.40,16.76
287,20,137.40,121.03
287,21,86.20,41.73
287,22,100.60,67.34
287,23,42.20,18.38
287,24,65.20,41.73
288,1,0.00,0.00
288,2,0.00,0.00
288,3,0.00,0.00
288,4,0.00,0.00
288,5,0.00,0.00
288,6,0.00,0.00
288,7,0.00,0.00
288,8,0.00,0.00
288,9,0.00,0.00
288,10,0.25,0.50
288,11,0.75,0.50
288,12,0.50,1.00
288,13,0.00,0.00
288,14,0.00,0.00
288,15,0.00,0.00
288,16,0.25,0.50
288,17,0.25,0.50
288,18,1.50,1.29
288,19,0.75,1.50
288,20,0.75,0.50
288,21,1.50,1.29
288,22,9.25,16.52
288,23,5.25,4.99
288,24,5.25,6.55
289,1,0.00,0.00
289,2,0.40,0.55
289,3,0.40,0.55
289,4,0.60,0.55
289,5,0.20,0.45
289,6,0.40,0.55
289,7,0.40,0.55
289,8,2.80,4.09
289,9,1.00,1.73
289,10,2.60,2.51
289,11,4.60,4.34
289,12,7.20,14.43
289,13,5.00,5.79
289,14,17.00,27.47
289,15,17.40,20.07
289,16,4.20,3.27
289,17,35.40,32.58
289,18,107.20,174.45
289,19,402.00,522.95
289,20,344.60,496.62
289,21,360.60,451.91
289,22,324.80,404.05
289,23,342.20,442.19
289,24,397.40,484.45
290,1,0.00,0.00
290,2,0.00,0.00
290,3,0.33,0.58
290,4,0.00,0.00
290,5,0.00,0.00
290,6,0.00,0.00
290,7,0.00,0.00
290,8,0.33,0.58
290,9,0.00,0.00
290,10,3.00,3.61
290,11,1.00,1.00
290,12,5.00,6.08
290,13,0.67,0.58
290,14,1.33,1.53
290,15,0.00,0.00
290,16,0.00,0.00
290,17,0.00,0.00
290,18,100.00,134.57
290,19,36.00,58.90
290,20,54.00,75.15
290,21,65.67,87.32
290,22,118.00,165.22
290,23,48.00,82.27
290,24,53.00,90.93
291,1,0.00,0.00
291,2,0.00,0.00
291,3,0.00,0.00
291,4,0.00,0.00
291,5,0.00,0.00
291,6,0.00,0.00
291,7,0.00,0.00
291,8,0.00,0.00
291,9,0.00,0.00
291,10,0.00,0.00
291,11,0.17,0.41
291,12,0.17,0.41
291,13,0.50,1.22
291,14,3.33,5.05
291,15,0.83,1.17
291,16,1.50,3.21
291,17,1.17,1.94
291,18,2.17,2.23
291,19,1.50,1.97
291,20,10.00,14.46
291,21,4.83,7.60
291,22,5.17,6.43
291,23,15.33,10.01
291,24,11.33,8.41
292,1,0.00,0.00
292,2,0.00,0.00
292,3,0.00,0.00
292,4,0.00,0.00
292,5,0.00,0.00
292,6,0.00,0.00
292,7,0.00,0.00
292,8,0.00,0.00
292,9,0.00,0.00
292,10,0.00,0.00
292,11,0.25,0.50
292,12,0.25,0.50
292,13,0.50,0.58
292,14,0.00,0.00
292,15,0.25,0.50
292,16,0.25,0.50
292,17,0.50,1.00
292,18,1.00,2.00
292,19,0.50,0.58
292,20,1.25,1.26
292,21,1.00,0.82
292,22,2.75,4.19
292,23,3.25,4.57
292,24,1.00,0.82
293,1,0.00,0.00
293,2,0.00,0.00
293,3,0.00,0.00
293,4,0.00,0.00
293,5,0.00,0.00
293,6,0.00,0.00
293,7,0.00,0.00
293,8,0.00,0.00
293,9,0.00,0.00
293,10,0.67,1.63
293,11,3.50,6.80
293,12,1.00,1.26
293,13,3.33,6.74
293,14,0.67,0.52
293,15,1.83,4.02
293,16,0.50,0.84
293,17,0.00,0.00
293,18,31.83,71.22
293,19,58.33,93.34
293,20,66.33,157.59
293,21,32.50,51.11
293,22,233.83,472.38
293,23,1.33,1.86
293,24,1.83,1.83
294,1,0.00,0.00
294,2,0.00,0.00
294,3,0.00,0.00
294,4,0.00,0.00
294,5,0.00,0.00
294,6,0.00,0.00
294,7,0.00,0.00
294,8,0.00,0.00
294,9,0.00,0.00
294,10,0.00,0.00
294,11,0.33,0.58
294,12,1.67,0.58
294,13,3.67,5.51
294,14,1.00,1.00
294,15,1.67,0.58
294,16,1.33,0.58
294,17,1.33,2.31
294,18,10.33,7.77
294,19,10.00,6.56
294,20,13.67,11.24
294,21,29.00,21.70
294,22,25.33,37.07
294,23,22.00,20.66
294,24,18.67,12.70
295,1,0.00,0.00
295,2,0.00,0.00
295,3,0.00,0.00
295,4,0.00,0.00
295,5,0.00,0.00
295,6,0.00,0.00
295,7,0.00,0.00
295,8,0.25,0.50
295,9,1.25,1.50
295,10,1.25,1.50
295,11,1.25,1.26
295,12,14.25,20.06
295,13,4.50,3.42
295,14,4.75,4.99
295,15,5.00,5.83
295,16,8.50,13.10
295,17,5.00,3.74
295,18,6.75,10.21
295,19,17.50,14.71
295,20,20.75,18.01
295,21,19.25,18.01
295,22,18.25,5.19
295,23,77.75,95.19
295,24,62.50,44.16
296,1,0.00,0.00
296,2,0.60,0.55
296,3,0.80,0.45
296,4,0.60,0.55
296,5,0.20,0.45
296,6,0.60,0.55
296,7,0.60,0.55
296,8,0.40,0.55
296,9,1.40,1.52
296,10,2.40,2.07
296,11,0.80,0.45
296,12,5.40,5.98
296,13,3.60,3.29
296,14,6.60,4.39
296,15,13.00,13.93
296,16,23.00,25.90
296,17,41.40,35.82
296,18,45.40,42.83
296,19,64.40,116.59
296,20,88.40,86.95
296,21,94.40,97.54
296,22,113.60,107.39
296,23,161.60,143.20
296,24,212.40,174.46
297,1,0.00,0.00
297,2,0.38,0.52
297,3,0.62,0.52
297,4,0.62,0.52
297,5,0.62,0.52
297,6,0.62,0.52
297,7,0.62,0.52
297,8,0.75,0.46
297,9,0.12,0.35
297,10,0.25,0.46
297,11,0.25,0.46
297,12,0.50,0.93
297,13,2.38,1.85
297,14,8.00,14.56
297,15,8.25,11.39
297,16,19.38,30.36
297,17,30.88,48.69
297,18,40.75,36.51
297,19,75.12,84.31
297,20,60.00,72.82
297,21,54.88,69.50
297,22,93.00,100.07
297,23,119.25,143.92
297,24,150.62,196.41
298,1,0.00,0.00
298,2,0.00,0.00
298,3,0.50,0.55
298,4,0.33,0.52
298,5,0.67,0.52
298,6,0.50,0.55
298,7,9.17,15.43
298,8,8.00,14.42
298,9,3.00,2.61
298,10,3.17,2.14
298,11,3.50,3.21
298,12,6.67,4.84
298,13,5.67,5.13
298,14,3.67,3.01
298,15,5.17,3.31
298,16,5.83,3.92
298,17,6.50,5.92
298,18,13.67,9.85
298,19,20.00,12.17
298,20,19.33,10.86
298,21,25.00,13.49
298,22,19.17,9.93
298,23,27.17,16.10
298,24,38.83,16.44
299,1,0.00,0.00
299,2,0.00,0.00
299,3,0.29,0.49
299,4,0.43,0.53
299,5,0.71,0.49
299,6,0.71,0.49
299,7,7.86,14.51
299,8,9.71,13.91
299,9,3.14,2.19
299,10,2.57,1.81
299,11,4.29,4.46
299,12,7.57,5.29
299,13,7.00,4.90
299,14,6.86,3.72
299,15,6.86,2.54
299,16,3.86,2.19
299,17,9.29,10.64
299,18,9.86,6.87
299,19,24.29,17.36
299,20,19.86,11.85
299,21,24.29,13.73
299,22,23.14,9.96
299,23,33.43,13.66
299,24,31.14,20.98
300,1,0.67,0.58
300,2,1.00,0.00
300,3,1.00,0.00
300,4,1.00,0.00
300,5,0.67,0.58
300,6,0.67,0.58
300,7,3.67,3.21
300,8,11.00,7.81
300,9,5.67,7.23
300,10,10.00,8.19
300,11,62.33,82.37
300,12,25.00,24.43
300,13,57.33,56.96
300,14,35.67,37.74
300,15,65.00,59.10
300,16,46.67,35.25
300,17,50.67,33.86
300,18,72.67,45.08
300,19,79.00,21.28
300,20,79.67,57.49
300,21,62.67,36.00
300,22,69.33,41.04
300,23,73.00,47.66
300,24,84.33,63.58
301,1,0.00,0.00
301,2,0.00,0.00
301,3,0.00,0.00
301,4,0.50,0.58
301,5,0.25,0.50
301,6,0.00,0.00
301,7,9.00,9.20
301,8,7.75,13.50
301,9,0.75,0.96
301,10,0.50,0.58
301,11,1.75,2.36
301,12,1.25,0.50
301,13,1.25,0.50
301,14,3.25,2.06
301,15,2.25,1.26
301,16,4.75,1.89
301,17,3.75,3.40
301,18,7.75,5.91
301,19,10.00,6.27
301,20,36.00,32.50
301,21,26.50,31.20
301,22,18.50,18.16
301,23,24.75,30.64
301,24,57.75,43.03
302,1,0.00,0.00
302,2,0.00,0.00
302,3,0.29,0.49
302,4,0.29,0.49
302,5,0.57,0.53
302,6,0.57,0.53
302,7,0.86,1.07
302,8,0.43,0.53
302,9,2.43,2.57
302,10,5.71,5.82
302,11,4.43,3.99
302,12,4.57,4.12
302,13,5.14,4.14
302,14,5.14,3.53
302,15,6.43,4.69
302,16,5.00,4.83
302,17,8.86,9.39
302,18,18.29,16.85
302,19,27.57,14.23
302,20,34.71,37.63
302,21,31.00,23.92
302,22,33.00,32.95
302,23,43.43,18.92
302,24,54.43,61.67
303,1,0.00,0.00
303,2,0.00,0.00
303,3,0.50,0.55
303,4,0.67,0.52
303,5,0.67,0.52
303,6,0.33,0.52
303,7,0.83,0.75
303,8,1.00,1.10
303,9,2.67,4.68
303,10,1.17,1.47
303,11,1.50,1.87
303,12,1.67,1.51
303,13,3.50,2.74
303,14,6.33,6.38
303,15,5.33,6.02
303,16,5.83,6.21
303,17,9.50,10.82
303,18,13.83,15.46
303,19,17.50,20.29
303,20,18.33,11.43
303,21,15.67,14.81
303,22,24.50,22.30
303,23,31.00,12.07
303,24,38.33,24.06
304,1,0.20,0.45
304,2,0.40,0.55
304,3,0.80,0.45
304,4,1.00,0.00
304,5,0.80,0.45
304,6,0.60,0.55
304,7,5.00,8.97
304,8,1.60,1.34
304,9,2.40,2.79
304,10,0.80,1.30
304,11,2.60,1.34
304,12,1.60,1.34
304,13,8.60,10.50
304,14,8.00,4.90
304,15,7.80,6.98
304,16,14.20,18.70
304,17,21.20,21.34
304,18,35.60,25.07
304,19,52.20,53.63
304,20,63.00,60.70
304,21,92.20,61.86
304,22,96.80,70.86
304,23,153.00,129.01
304,24,130.40,91.61
305,1,0.00,0.00
305,2,0.12,0.35
305,3,0.38,0.52
305,4,0.62,0.52
305,5,0.25,0.46
305,6,0.38,0.52
305,7,1.50,1.77
305,8,1.00,1.07
305,9,1.50,0.53
305,10,2.12,1.96
305,11,1.50,0.93
305,12,6.50,10.49
305,13,10.00,17.20
305,14,9.75,18.54
305,15,4.75,6.98
305,16,8.75,14.48
305,17,11.88,18.17
305,18,26.00,26.07
305,19,34.38,56.38
305,20,53.62,105.10
305,21,54.12,83.62
305,22,42.38,84.14
305,23,35.62,31.03
305,24,68.62,95.77
306,1,0.00,0.00
306,2,0.00,0.00
306,3,0.00,0.00
306,4,0.25,0.50
306,5,0.50,0.58
306,6,0.25,0.50
306,7,3.25,4.03
306,8,0.50,0.58
306,9,0.75,0.96
306,10,0.50,0.58
306,11,0.50,0.58
306,12,1.00,0.82
306,13,1.75,1.50
306,14,5.00,2.45
306,15,1.75,0.96
306,16,3.25,2.63
306,17,3.50,3.32
306,18,5.00,6.68
306,19,5.00,4.08
306,20,19.50,19.49
306,21,9.75,7.97
306,22,6.00,3.56
306,23,29.00,27.65
306,24,47.00,53.22
307,1,0.00,0.00
307,2,0.14,0.38
307,3,0.29,0.49
307,4,0.71,0.49
307,5,0.43,0.53
307,6,0.29,0.49
307,7,5.71,7.52
307,8,12.29,12.04
307,9,1.71,1.89
307,10,1.00,1.15
307,11,2.14,2.67
307,12,2.29,2.56
307,13,3.86,4.22
307,14,9.43,16.68
307,15,5.43,7.04
307,16,10.71,21.80
307,17,13.29,28.16
307,18,14.00,25.36
307,19,12.29,9.34
307,20,38.71,56.11
307,21,31.14,40.40
307,22,26.57,15.61
307,23,40.43,23.63
307,24,33.43,20.69
308,1,0.00,0.00
308,2,0.00,0.00
308,3,0.25,0.50
308,4,0.25,0.50
308,5,0.75,0.50
308,6,0.75,0.50
308,7,10.75,18.86
308,8,9.75,18.17
308,9,3.50,2.38
308,10,4.50,3.70
308,11,2.00,2.45
308,12,8.75,5.19
308,13,10.75,4.99
308,14,4.75,3.50
308,15,5.75,4.27
308,16,2.25,0.96
308,17,5.50,5.26
308,18,14.25,8.02
308,19,22.00,15.77
308,20,21.25,10.72
308,21,32.75,12.12
308,22,18.00,11.94
308,23,37.50,7.85
308,24,46.25,16.40
309,1,0.00,0.00
309,2,0.00,0.00
309,3,0.33,0.52
309,4,0.50,0.55
309,5,0.50,0.55
309,6,0.33,0.52
309,7,0.33,0.52
309,8,2.83,5.98
309,9,1.17,1.94
309,10,0.67,0.52
309,11,2.17,3.87
309,12,1.17,1.47
309,13,1.83,3.06
309,14,3.83,7.94
309,15,2.67,5.09
309,16,5.00,10.79
309,17,1.17,1.47
309,18,7.50,16.43
309,19,82.00,96.46
309,20,95.67,112.20
309,21,182.00,231.57
309,22,202.67,289.84
309,23,166.83,205.92
309,24,172.17,191.46
310,1,0.00,0.00
310,2,0.10,0.32
310,3,0.00,0.00
310,4,0.20,0.42
310,5,0.20,0.42
310,6,0.10,0.32
310,7,0.20,0.42
310,8,0.10,0.32
310,9,0.10,0.32
310,10,2.80,4.26
310,11,1.20,1.75
310,12,1.60,1.96
