Equal_Length,Larger_by_1,Larger_by_2,Larger_by_3,Larger_by_4,Larger_by_5,Larger_by_6,Larger_by_7,Larger_by_8,Larger_by_9,Larger_by_10,Larger_by_more_than_10
19.97,23.78,17.84,12.0,7.93,5.09,3.43,2.37,1.63,1.19,0.89,3.87
